Gene name,NBs,GMCs,Hey,Secondary neurons (low Imp),Secondary neurons (high Imp),Secondary motor neurons,Motor neurons,Interneurons,Glia precursors,Midline glia,Subperineurial glia,Cortex glia 1,Cortex glia 2,Astrocytes,Ensheathing glia,Trachea,Twi+,Unannotated
CG6726,1,1,1,1,1.002419065,1,1,1,1,1,1.002768032,1,1,1,1.012946696,1,1,1
bb8,1,1,1,1,1,1,1,1.003685024,1,1,1,1,1.006045913,1,1.012946696,1,1,1
lncRNA:CR44322,1.001810423,1.000884555,1.003251678,1,1,1,1.007491733,1.003685024,1,1,1.002768032,1,1,1,1,1,1,1
CG10232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
asRNA:CR46091,1,1.000221066,1.001181207,1,1,1.001698261,1,1.003685024,1,1.029960366,1,1,1,1,1,1,1,1
udt,1.035588507,1.023254541,1.030864878,1.111522779,1.044450165,1.018840303,1.073480514,1.064526678,1.013931426,1.092600861,1.077489298,1.019604405,1.043096786,1.038045084,1.066431491,1.018009751,1,1.020585885
lncRNA:CR43285,1.002414626,1.001769893,1.001181207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
snRNA:U1:95Cc,1.000603111,1.000221066,1.000295171,1,1,1.001698261,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR31451,37.33699,11.41568982,280.5188572,1.178768635,1.112166961,1.046879827,8.645516099,28.95085151,1.130365475,1.029960366,1.101581939,1.168029,1.198213012,1.298713974,1.012946696,1.055008148,1,2.094655063
Mettl3,1.108603178,1.068560407,1.048353048,1.111522779,1.230952637,1.095957372,1.118464918,1.076338517,1.003960759,1.029960366,1.011118184,1.01171694,1.134942403,1.012524185,1.052801194,1.025304145,1.010667487,1.041595548
Pisd,1.09531528,1.0535503,1.099693021,1.073030941,1.052048295,1.038035564,1.101892898,1.201910708,1.042379234,1.092600861,1.083462603,1.084958567,1.162639373,1.070852684,1.066431491,1.007165348,1.02144877,1.050731573
CG10694,1.001206585,1.00044218,1.000295171,1,1.004843982,1,1,1,1,1,1,1,1,1,1,1,1,1
TBC1d7,1.09531528,1.057282943,1.050831155,1.060498855,1.096160332,1.050438596,1.097788403,1.072386746,1.007937205,1,1.013916991,1.023571167,1.049403258,1.025205225,1.039345109,1.003576279,1.010667487,1.02953763
lncRNA:CR44092,1.012742001,1.007543709,1.016064557,1.023773966,1.017056842,1.003399405,1.026467537,1.014821773,1,1,1.002768032,1,1.018247619,1,1,1.003576279,1,1.002915221
Uck,1.113963366,1.051921415,1.183898676,1.192698333,1.090876148,1.045104966,1.139530868,1.256150089,1.021979208,1.092600861,1.022359982,1.023571167,1.227454029,1.064209244,1.026061009,1.021650438,1,1.03253896
asRNA:CR46093,1.003019193,1.004652653,1.009190933,1,1,1.001698261,1.01125862,1.01109586,1.001978422,1.029960366,1.025189907,1,1.018247619,1.018844976,1,1,1,1.00583894
lncRNA:CR45950,1.001810423,1.001105816,1.002068028,1,1,1,1.01125862,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR46094,1,1.000884555,1.000295171,1,1,1,1.003738877,1,1,1,1.005543725,1,1,1,1,1,1,1
lncRNA:CR46095,1.003019193,1.001548485,1.004140333,1,1,1.001698261,1.007491733,1.003685024,1,1,1,1,1,1,1,1,1,1
CG6980,1,1,1.000295171,1,1,1,1,1.022314839,1,1,1,1,1,1,1,1.003576279,1,1
asRNA:CR46096,1.000603111,1.000884555,1.000295171,1,1,1.001698261,1,1.01109586,1,1,1,1,1,1,1,1,1,1
asRNA:CR46097,1,1.00044218,1.00236381,1,1.002419065,1,1.01125862,1.014821773,1,1,1.002768032,1,1,1,1,1,1,1
Ythdf,1.700938698,1.356075179,1.271921753,1.439339571,1.402505303,1.255299155,1.446950948,1.332295739,1.021979208,1.193776642,1.028027665,1.035564289,1.280353352,1.044525192,1.108390354,1.032650806,1.04335759,1.149959857
Nepl16,1.043737421,1.018290631,1.084864617,1,1.004843982,1.005103439,1.085566423,1.145791065,1.001978422,1,1.002768032,1.003890491,1,1.006242607,1,1.003576279,1,1.014661338
TTLL5,1.176790452,1.122055657,1.135644091,1.060498855,1.088243616,1.066603361,1.337883052,1.256150089,1.007937205,1.029960366,1.030873278,1.003890491,1.075012744,1,1.012946696,1.003576279,1,1.041595548
CG31106,1.001810423,1,1.000295171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Alg9,1.109271789,1.071161722,1.057676196,1.098541142,1.112166961,1.055799446,1.089625222,1.100356837,1.021979208,1.029960366,1.025189907,1.023571167,1.101247199,1.018844976,1.026061009,1.007165348,1,1.075487984
Sil1,1.034964309,1.016716261,1.037273686,1.011817161,1.026933916,1.005103439,1.041905189,1.137392979,1.005947017,1.060818355,1.005543725,1,1.036828213,1.012524185,1.026061009,1.003576279,1,1.014661338
sisRNA:CR46364,1.002414626,1.00044218,1.003844027,1.023773966,1.009711428,1,1.007491733,1.007383627,1.007937205,1,1.002768032,1.007796118,1.006045913,1,1,1,1,1
CG10514,1,1,1.001476727,1,1,1,1,1.003685024,1,1,1,1,1,1,1,1,1,1
asRNA:CR44179,1.00422942,1.00243441,1.001181207,1,1.002419065,1.001698261,1.003738877,1.003685024,1,1,1,1,1.006045913,1,1,1,1,1
lncRNA:CR44948,1.000603111,1,1.002068028,1,1,1.001698261,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45910,1.017638692,1.014919961,1.022381353,1.048113134,1.049509463,1.018840303,1.030305372,1.041290449,1.001978422,1,1,1,1,1.006242607,1.012946696,1,1,1.0176193
asRNA:CR45208,1.001206585,1.00044218,1.001476727,1,1,1,1,1,1.001978422,1,1,1,1,1,1,1,1,1
lncRNA:CR45225,1.000603111,1.000221066,1.000295171,1,1,1,1,1,1,1,1,1,1,1,1,1.003576279,1,1
Mco3,1.001206585,1,1.000590429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
asRNA:CR43259,1,1.000221066,1.000295171,1,1,1,1.003738877,1.007383627,1.026027021,1.651766744,1.002768032,1,1,1,1,1,1,1
lncRNA:CR45037,1.000603111,1,1.000885775,1,1,1,1.007491733,1.01109586,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45038,1.000603111,1,1,1,1.002419065,1,1.003738877,1.007383627,1,1,1,1.003890491,1.006045913,1,1,1,1,1
lncRNA:CR44320,1.003019193,1.00243441,1.025403139,1,1,1,1.003738877,1.260779033,1.001978422,1,1,1,1,1,1,1,1,1
lncRNA:CR46061,1,1,1.000590429,1,1,1,1,1.007383627,1,1,1,1,1,1,1,1,1,1
Ald1,4.004181429,1.59564952,620505235,2.529654588,1.359137448,1.120401337,4.70553925,1.27009E+11,3.190528739,24.97099786,14.44321465,2.691639317,1.562130376,14.08149122,1.094223771,1.216946029,1.100207635,1.262227972
asRNA:CR44321,1.000603111,1,1.001181207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hex-t2,1,1,1.000295171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR46083,1.005441109,1.003986665,1.003844027,1,1.004843982,1.005103439,1.007491733,1.007383627,1,1,1.002768032,1.003890491,1,1,1,1,1,1
lncRNA:CR45226,1.001206585,1.001548485,1.001181207,1,1.002419065,1,1.003738877,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR46084,1.000603111,1.00044218,1.001181207,1.011817161,1.002419065,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR46233,1.002414626,1,1.005920005,1,1,1,1.003738877,1,1,1,1,1,1,1,1,1,1,1
Yif1,1.150828837,1.077811861,1.086787359,1.325711366,1.216171308,1.052222515,1.196177932,1.242364981,1.019961293,1.029960366,1.036588156,1.055865912,1.121342338,1.064209244,1.066431491,1.018009751,1,1.044632029
lncRNA:CR46073,1.006654259,1.002656014,1.003547809,1,1.007274765,1,1.01125862,1,1,1,1,1.003890491,1,1.006242607,1,1,1,1.002915221
Spag1,1,1.000221066,1.001476727,1,1.002419065,1,1,1.003685024,1,1,1,1,1.006045913,1,1,1,1,1
TwdlC,1,1,1.000885775,1,1,1,1.003738877,1.01109586,1,1,1,1,1,1,1,1,1,1
CAH9,1.001206585,1.000221066,1,1,1,1,1.015039591,1,1.017947364,1.060818355,1,1,1,1,1,1.003576279,1,1
TTLL6B,1.000603111,1.001105816,1.004733207,1.011817161,1,1,1.022643997,1.04897895,1.001978422,1,1,1,1.012128379,1.012524185,1,1.003576279,1,1.002915221
asRNA:CR44049,1.003019193,1.000884555,1.001181207,1,1.007274765,1,1,1,1,1,1,1,1,1,1,1,1,1
asRNA:CR43476,1.000603111,1,1.003251678,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR44289,1,1,1.000885775,1,1,1,1,1.007383627,1,1,1,1,1,1,1,1,1,1
HSPBAP1,1.025028155,1.010666458,1.009786789,1.048113134,1.012153986,1.008520193,1.049710864,1.045127629,1,1,1,1,1.018247619,1.006242607,1.012946696,1,1.010667487,1.002915221
CROT,1.063429154,1.030062528,1.04495519,1.023773966,1.054593268,1.029266018,1.053635604,1.064526678,1.007937205,1.029960366,1.016723545,1.007796118,1.036828213,1.006242607,1.026061009,1.018009751,1.010667487,1.023561118
lncRNA:CR45566,1,1.000221066,1.000295171,1.048113134,1.049509463,1.001698261,1,1,1.001978422,1.029960366,1,1.003890491,1.006045913,1,1.026061009,1.003576279,1.010667487,1
nenya,1.001810423,1.001548485,1.004140333,1,1,1,1,1.007383627,1,1,1,1,1.006045913,1,1,1.003576279,1,1
Nep7,1.001206585,1,1.000295171,1,1.002419065,1.003399405,1,1.003685024,1.001978422,1,1,1,1,1,1,1,1,1
lncRNA:CR46080,1.00422942,1.00243441,1.005029775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
asRNA:CR45041,1.001810423,1.000221066,1.000295171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
asRNA:CR46104,1.002414626,1.00199135,1.001476727,1,1.004843982,1.010232923,1,1.007383627,1,1,1,1,1,1,1,1.003576279,1,1.002915221
lncRNA:CR43126,1.001810423,1.007543709,1.007405474,1,1,1,1,1.014821773,1,1,1,1,1,1,1,1,1,1
snu,1.000603111,1,1.000885775,1.137948084,1.026933916,1,1,1,1,1,1.005543725,1.003890491,1,1,1,1.032650806,1,1.008771183
Nepl17,1,1,1.002068028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nepl18,1.000603111,1,1.001476727,1,1,1.001698261,1,1.003685024,1,1,1,1,1,1,1,1,1,1
Nepl19,1.002414626,1.000221066,1.000885775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.002915221
Nepl20,1.000603111,1.000663343,1.000885775,1,1,1,1.003738877,1,1,1,1,1,1,1,1,1,1,1
Nepl21,1,1.000221066,1.000885775,1,1,1,1.007491733,1,1,1,1,1.031551049,1,1,1,1,1,1
lncRNA:CR45669,1.009693542,1.003986665,1.007702831,1,1.002419065,1,1,1.01109586,1,1,1,1,1,1,1,1,1,1.002915221
asRNA:CR45044,1.001206585,1.00044218,1.000885775,1,1.002419065,1,1,1,1,1,1,1,1,1,1,1,1,1
asRNA:CR46107,1.011521514,1.007321025,1.003547809,1.011817161,1.007274765,1.008520193,1.003738877,1.003685024,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45030,1.025646361,1.008657867,1.014266937,1.023773966,1.012153986,1.003399405,1.030305372,1.029863231,1,1,1,1.003890491,1,1,1,1,1,1.014661338
Pdhb,1.236433392,1.119825692,1.286266446,1.526417967,1.349321452,1.126119237,1.347906115,2.22149514,1.065289904,1.159051048,1.135591384,1.084958567,1.183854773,1.097843767,1.052801194,1.066367687,1.04335759,1.078623269
rdog,1.021942713,1.005319083,1.048043696,1.035872068,1.002419065,1.003399405,1.152360413,1.145791065,1.003960759,1.029960366,1.008327102,1.003890491,1,1,1,1,1,1
jus,1.367412199,1.024386072,6.599840697,1.011817161,1.007274765,1.006810367,1.950354031,10.26082093,1.026027021,1,1,1.01171694,1.006045913,1.012524185,1,1,1,1.035549039
lncRNA:CR31044,1.000603111,1.001769893,1.000885775,1.885863279,1.571167386,1.050438596,1.003738877,1.003685024,1,1.266380173,1.030873278,1.015653016,1.562130376,1.057607019,1.528824176,1.062567649,1.010667487,1.014661338
Gnpnat,1.088731178,1.028242648,1.074350178,1.060498855,1.024455691,1.018840303,1.053635604,1.092291762,1.001978422,1.029960366,1.013916991,1.01171694,1.012128379,1.018844976,1,1.032650806,1,1.0176193
asRNA:CR46109,1.000603111,1.000221066,1.001476727,1,1.004843982,1,1.003738877,1.003685024,1,1,1,1,1,1,1,1,1,1
lncRNA:CR46110,1.001810423,1.000884555,1.00236381,1,1.002419065,1,1,1.003685024,1,1,1,1,1,1,1,1,1,1.00583894
Rnb,1.039341608,1.020769569,1.024193354,1.060498855,1.034404619,1.008520193,1.065498087,1.05672422,1.003960759,1,1,1,1.036828213,1.006242607,1,1.010767252,1,1.014661338
asRNA:CR44046,1.008476729,1.004874747,1.011875057,1,1.004843982,1.001698261,1.007491733,1.01109586,1.001978422,1,1,1,1.006045913,1,1,1,1,1
CG15526,1,1.000221066,1.001476727,1.011817161,1.002419065,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR46112,1,1,1.001772334,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
snoRNA:Psi18S-1377d,1,1.00044218,1.001181207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR46114,1,1.000884555,1,1,1,1.001698261,1,1,1,1,1,1,1,1,1,1,1,1.002915221
lncRNA:CR45191,1.001810423,1.00044218,1.00236381,1,1,1,1.003738877,1,1,1,1,1,1,1,1,1,1,1
asRNA:CR45189,1.000603111,1.000221066,1.000590429,1,1,1,1.003738877,1,1,1.029960366,1,1,1,1,1,1,1,1
lncRNA:CR44041,1.002414626,1.00044218,1.001476727,1.011817161,1,1.001698261,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR46117,1,1,1.002068028,1,1,1,1,1,1,1,1.002768032,1,1,1,1,1,1,1
CG15554,1.000603111,1,1.001181207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG15564,1.000603111,1.00044218,1.000295171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR46118,1.003019193,1.000884555,1.003547809,1,1,1,1,1.007383627,1,1,1,1,1,1,1,1,1,1
Loxl1,1.009693542,1.004208612,1.009488817,1,1,1.001698261,1.015039591,1.026082093,1,1,1.005543725,1,1.006045913,1.006242607,1,1.003576279,1,1.002915221
lncRNA:CR46119,1.000603111,1.00044218,1.000295171,1,1,1,1.003738877,1,1,1,1,1,1,1,1,1,1,1
asRNA:CR45190,1.007868873,1.002212856,1.003547809,1,1,1.001698261,1.015039591,1.014821773,1,1,1,1.003890491,1,1,1,1,1,1
lncRNA:CR45564,1,1,1,1,1,1,1,1,1,1.029960366,1,1,1,1,1,1,1,1
salt,1.000603111,1,1.000295171,1.011817161,1.002419065,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR43436,1.001206585,1.001548485,1.00236381,1,1,1.005103439,1.003738877,1.003685024,1,1,1,1,1.006045913,1,1,1,1,1.00583894
asRNA:CR33945,1,1.000221066,1.000885775,1,1,1,1.003738877,1.007383627,1,1,1,1,1,1,1,1,1,1
Mccc1,1,1.000221066,1.001476727,1.023773966,1.017056842,1.001698261,1.003738877,1.003685024,1.021979208,1.029960366,1.051014345,1.007796118,1.081512177,1.070852684,1.026061009,1.018009751,1.010667487,1.002915221
Rift,1.0525849,1.024386072,1.050521072,1.011817161,1.004843982,1.02057056,1.049710864,1.100356837,1.003960759,1,1.098541142,1,1,1.012524185,1,1.003576279,1,1.002915221
lncRNA:CR43150,1.000603111,1,1.001476727,1,1,1.001698261,1,1,1,1,1,1,1.012128379,1,1,1,1,1
lncRNA:CR45805,1.001206585,1,1.000885775,1,1,1,1,1.007383627,1,1,1,1.003890491,1,1,1,1,1,1
asRNA:CR45806,1.000603111,1.000884555,1.000295171,1,1,1,1,1,1,1,1,1,1.006045913,1,1,1,1,1
Mkp,1.001206585,1.000663343,1.000295171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR42862,4.45782286,3.163326324,10.01772334,1.908148828,2.214244647,2.74918602,3.904560201,8.443404039,1.077998175,4.923882632,1.370423325,1.228502526,2.803134774,1.498565312,1.85419935,1.085572704,1.04335759,2.005160673
CG32845,1.001206585,1.00044218,1.000590429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45378,1.006047501,1.001327126,1.007702831,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BORCS6,1.147364722,1.073532048,1.121985341,1.011817161,1.17288379,1.062989827,1.143791434,1.175675695,1,1,1.005543725,1.023571167,1.049403258,1,1.012946696,1.007165348,1,1.0176193
lncRNA:CR45808,1.003624124,1.002877667,1.007108205,1.011817161,1.004843982,1.001698261,1.018834699,1.018561415,1,1.060818355,1,1,1.018247619,1.012524185,1,1,1,1
asRNA:CR45807,1.001206585,1.001105816,1.001772334,1,1.002419065,1,1.007491733,1.003685024,1,1,1,1,1,1,1,1,1.010667487,1
lncRNA:CR42719,1,1,1.000295171,1,1.012153986,1,1,1,1.003960759,1,1,1,1.006045913,1.006242607,1,1.003576279,1,1
lncRNA:CR43334,1.078929158,1.010219759,1.311566484,1.716697907,2.468566953,1.029266018,1.250963772,1.554867159,1.007937205,2.728333376,1.193522834,1.110532307,1.418510193,1.168335485,1.026061009,1.161759625,1.032345062,1.041595548
lncRNA:CR43423,1.001206585,1,1.000295171,1,1.004843982,1,1,1,1,1,1,1,1,1,1,1,1,1
hiro,1.000603111,1,1.000590429,1,1,1.001698261,1,1.003685024,1,1,1,1,1,1,1,1,1,1
lncRNA:CR43785,1.009084952,1.003321119,1.005326431,1,1.004843982,1,1.01125862,1.022314839,1,1,1,1,1.024403855,1,1.012946696,1,1,1.00583894
JMJD5,1.072443555,1.037374313,1.029952572,1.111522779,1.024455691,1.011948562,1.065498087,1.033658301,1.005947017,1,1.011118184,1.003890491,1.049403258,1.006242607,1,1.007165348,1.010667487,1.014661338
Dci,1.078278837,1.04404544,1.032691915,1.111522779,1.069992916,1.034518815,1.10601274,1.072386746,1.106055256,1.603718744,1.039457465,1.027553362,1.101247199,1.044525192,1.039345109,1.025304145,1.010667487,1.035549039
lncRNA:CR46200,1,1.00044218,1,1,1.007274765,1,1.007491733,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45809,1.003019193,1.001548485,1.002955635,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.002915221
lncRNA:CR45810,1.001810423,1.001105816,1,1,1,1,1.003738877,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45811,1.000603111,1.00044218,1.000295171,1,1,1,1,1.01109586,1,1,1,1,1,1,1,1,1,1
sturkopf,1.161284062,1.071161722,1.193018048,1.124657822,1.059701699,1.036275697,1.200650294,1.382213339,1.026027021,1.266380173,1.065641302,1.039593143,1.114603542,1.070852684,1.026061009,1.010767252,1.010667487,1.047677362
Herc4,1.137034815,1.100927357,1.145067449,1.098541142,1.080384075,1.066603361,1.114298692,1.16277372,1.017947364,1,1.025189907,1.015653016,1.094629166,1.031605178,1.066431491,1.010767252,1,1.041595548
snmRNA:CR43701,1.025646361,1.019867439,1.037886123,1,1.031908366,1.008520193,1.085566423,1.068449484,1.007937205,1,1.008327102,1,1.024403855,1,1,1.007165348,1,1.008771183
snoRNA:Psi28S-2622,1.02936343,1.017165833,1.020271403,1.060498855,1.036906911,1.025778979,1.053635604,1.018561415,1,1,1,1.003890491,1.036828213,1,1,1,1,1.0176193
asRNA:CR45812,1,1.000221066,1.001181207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
asRNA:CR45813,1.001206585,1.000663343,1.002068028,1,1,1.003399405,1,1.007383627,1,1,1.002768032,1,1,1,1,1,1,1
asRNA:CR45815,1.001810423,1.001105816,1.004436726,1,1.004843982,1.001698261,1.007491733,1.014821773,1,1,1.002768032,1,1,1.006242607,1,1.003576279,1,1
CG12035,1,1.000221066,1.000295171,1,1,1,1.003738877,1.003685024,1,1,1,1,1,1,1,1,1,1
asRNA:CR45828,1.000603111,1,1.000590429,1,1,1,1,1.003685024,1,1,1,1,1,1,1,1,1,1
asRNA:CR42860,1,1,1.000295171,1,1,1,1,1,1.001978422,1.557068405,1,1.003890491,1,1.018844976,1,1,1,1
CG15820,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
yellow-g,1,1,1,1,1,1,1,1,1,1,1.005543725,1,1,1,1,1,1,1
Cyp4d20,1.000603111,1.00044218,1.000295171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45425,1.001810423,1.000221066,1,1,1,1,1.01125862,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45170,1.001810423,1.001327126,1.000295171,1,1,1,1.022643997,1.014821773,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45982,1,1.001769893,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45660,1.008476729,1.005541324,1.001772334,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00583894
Pgant6,1.059589072,1.02393331,1.048353048,1.023773966,1.004843982,1.024039893,1.077494125,1.08030485,1.003960759,1,1.008327102,1,1.043096786,1.018844976,1,1.007165348,1,1.011711974
lncRNA:CR44531,1,1,1.000295171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Alg2,1.059589072,1.022350215,1.043722337,1.060498855,1.057144398,1.03101398,1.065498087,1.116666076,1.013931426,1,1.030873278,1.031551049,1.043096786,1.044525192,1.012946696,1.003576279,1.010667487,1.0176193
hob,1.079579872,1.039899708,1.064565824,1.060498855,1.054593268,1.022303755,1.069481853,1.064526678,1.005947017,1.029960366,1.008327102,1.007796118,1.081512177,1.018844976,1,1.007165348,1.010667487,1.023561118
nSMase,1.143221545,1.107762292,1.114066329,1.178768635,1.291896442,1.084856123,1.077494125,1.104411679,1.005947017,1,1.016723545,1.027553362,1.088050905,1.051045753,1.052801194,1.018009751,1.02144877,1.053794688
Larp4B,2.061666346,1.394374333,1.900092191,1.422529313,1.486237253,1.242583889,2.165181598,2.271067445,1.05899206,1.304321387,1.107688807,1.163502404,1.497589099,1.132541315,1.080238255,1.047502429,1.04335759,1.222450698
lncRNA:CR45424,1.000603111,1,1.000295171,1,1,1,1,1,1,1,1.002768032,1,1,1,1,1,1,1
lncRNA:CR43626,1,1,1,1.023773966,1.031908366,1,1,1,1,1.029960366,1.002768032,1,1.114603542,1.025205225,1.094223771,1.003576279,1,1
lncRNA:CR45380,1.00422942,1.001105816,1.002955635,1,1,1,1,1.003685024,1,1.060818355,1,1.003890491,1,1,1,1,1,1
Ythdc1,1.612070876,1.376307768,1.393367332,1.34137751,1.7015705,1.396925278,1.630488223,1.504237094,1.017947364,1.159051048,1.033726768,1.043637671,1.319528723,1.064209244,1.327104213,1.036343853,1.065736327,1.218897343
lncRNA:CR45043,1.001206585,1.00044218,1.001181207,1,1.007274765,1.001698261,1.007491733,1.003685024,1,1,1,1,1.006045913,1,1,1,1,1
lncRNA:CR45820,1,1.00044218,1.000295171,1,1.002419065,1,1.003738877,1,1,1,1,1,1,1,1,1,1,1
Scsalpha1,1.614989406,1.32408571,2.18474198,2.096179992,1.860692947,1.361818974,2.032083985,3.717812985,1.298089751,2.091764656,1.46847564,1.29713394,2.036575541,1.958357123,1.228529176,1.174268583,1.172531244,1.163428157
lncRNA:CR45422,1.000603111,1,1.000885775,1,1.002419065,1,1,1.003685024,1,1,1,1,1,1,1,1,1,1
asRNA:CR43916,1,1,1,1,1,1,1,1,1.007937205,1,1,1.01171694,1,1,1,1,1,1
asRNA:CR45042,1.001810423,1.000221066,1.001181207,1,1.002419065,1,1,1.003685024,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45670,1.000603111,1,1,1,1,1,1.01125862,1,1,1,1.002768032,1,1,1,1,1,1,1
lncRNA:CR44529,1,1,1,1.011817161,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45156,1.003624124,1.001548485,1.001181207,1,1.004843982,1,1.01125862,1,1,1,1.002768032,1,1,1,1,1,1,1
lncRNA:CR44360,1.001206585,1.00044218,1.00236381,1,1,1,1.003738877,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45821,1,1.000221066,1.000885775,1.011817161,1,1,1,1.003685024,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45740,1,1,1.001181207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dnah3,1,1.000884555,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR43884,1,1,1.001476727,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45985,1.00422942,1.002212856,1.00651393,1,1,1,1.003738877,1.018561415,1,1,1,1,1.018247619,1,1,1,1,1
CG4669,1.001206585,1.000663343,1.000295171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR44515,1.000603111,1.00044218,1.001181207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ScsbetaG,1.138406745,1.05892013,1.104246116,1.048113134,1.069992916,1.022303755,1.101892898,1.137392979,1.046507847,1.229542627,1.092484707,1.055865912,1.128121876,1.125515166,1.039345109,1.047502429,1.010667487,1.0176193
snmRNA:CR43603,1.002414626,1.001105816,1.001476727,1,1.004843982,1,1.007491733,1,1,1,1,1.003890491,1,1,1,1,1,1
asRNA:CR45026,1,1,1,1,1.004843982,1,1,1,1.001978422,1,1,1,1,1,1.012946696,1,1.010667487,1
asRNA:CR45167,1,1,1.001476727,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45441,1.001206585,1.00044218,1.000295171,1,1.002419065,1.001698261,1,1,1,1.029960366,1,1,1,1,1,1,1,1
lncRNA:CR46005,1.004835082,1.003986665,1.004733207,1,1,1.001698261,1.01125862,1.022314839,1,1,1,1,1,1,1,1,1,1
fmt,1.992016854,1.337321912,1.65888176,1.325711366,1.429878235,1.157111186,1.789931062,1.560596882,1.042379234,1.383648068,1.080471822,1.055865912,1.659186815,1.125515166,1.122740346,1.077849537,1.032345062,1.201284899
Ldh,1.086763675,1.011113354,4.458538434,1.048113134,1.019517168,1.006810367,1.337883052,206.3937233,1.600633291,6.235507341,2.788548172,1.722216278,1.018247619,2.110203429,1,1.101185452,1.010667487,1.02953763
lncRNA:CR45979,1.02688389,1.016941022,1.037579859,1.011817161,1.009711428,1.010232923,1.034157557,1.029863231,1,1.029960366,1,1.003890491,1.012128379,1,1,1,1,1.008771183
Rexo5,1.088074948,1.046355762,1.078161767,1.098541142,1.085617437,1.066603361,1.10601274,1.072386746,1.001978422,1,1.013916991,1.019604405,1.055747859,1.044525192,1.094223771,1.010767252,1,1.026545025
lncRNA:CR45418,1,1.000221066,1.011576469,1,1,1,1,1.003685024,1,1,1,1,1,1,1,1,1,1
axed,1.009693542,1.003099368,1.308473502,1,1,1,1.200650294,1.762001971,1.003960759,1,1.008327102,1.007796118,1,1.031605178,1.066431491,1,1,1.00583894
lncRNA:CR45238,1.001206585,1,1.004140333,1,1,1,1,1.003685024,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45239,1,1,1.002068028,1,1,1,1.003738877,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR44523,1.002414626,1.00044218,1.003251678,1,1,1,1.01125862,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45759,1.006654259,1.005541324,1.023891131,1,1,1,1.01125862,1.045127629,1,1,1,1,1.006045913,1,1,1,1,1
lncRNA:CR45416,1,1,1.001772334,1,1,1.001698261,1,1.003685024,1,1,1,1,1,1,1,1,1,1
