Gene name,MN.C0,MN.C1,MN.C2,MN.C3,MN.C4,MN.C5,MN.C6,MN.C7,MN.C8,MN.C9,MN.C10,MN.C11,MN.C12,MN.C13,MN.C14,MN.C15,MN.C16,MN.C17,MN.C18,MN.C19,MN.C20,MN.C21,MN.C22,MN.C23,MN.C24,MN.C25,MN.C26,MN.C27
CG40228,50.11872336,7.165774841,39.28284185,14.85508017,62.18001087,11.62984082,13.08177474,35.6224789,10,8.286427729,35.74304018,16.49648074,5.994842503,19.30697729,4.393970561,12.58925412,63.09573445,12.82649831,24.70911228,15.08590709,15.31740464,10.89022962,49.23882632,28.72984833,16.15598098,3.792690191,1.895735652,6.309573445
CR46252,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.100694171,1.128837892,1,1
CR45181,1,1,1,1,1,1,1,1,1,1,1,1,1.052500285,1.056354104,1,1,1,1,1,1,1,1,1,1,1,1,1,1
vtd,6.556418494,3.463168991,4.799095809,4.697588817,8.639884495,3.346494873,3.043219887,5.298316906,2.069138081,2.329951811,4.348083467,3.674661941,4.190079106,4.393970561,4.159562163,8.413951416,3.981071706,1.750827032,3.16227766,3.433320018,5.054796821,2.15443469,3.775053205,3.480700588,6.812920691,1.832980711,2.15443469,3.981071706
RpL15,5.84341E+34,5.29278E+27,1.59551E+28,7.77365E+24,2.00257E+48,4.88118E+32,7.94328E+26,4.70342E+33,6.95193E+27,5.17947E+27,5.03649E+24,5.21665E+31,8.57696E+14,1.4678E+34,4.15956E+37,7.94328E+29,1.12202E+29,3.26222E+13,6.1054E+28,4.04709E+38,1.08902E+21,3.30003E+22,4.12463E+21,1.4678E+26,1.6156E+31,8.85867E+18,5.275E+13,3.98107E+24
Dbp80,14.39903321,6.158482111,11.05295141,8.659643234,12.00508058,7.677960997,13.59356391,19.63828002,6.676692939,5.963623317,7.453159674,12.21677349,4.410059454,8.961505019,15.5051578,19.95262315,13.33521432,1.282649831,8.483428982,22.75845926,8.431909293,4.641588834,5.379838403,26.10157216,5.108969775,3.359818286,1.668100537,7.943282347
eIF4B,44.66835922,10.30760802,23.03132059,7.233941627,89.61505019,12.07722655,14.12537545,48.93900918,8.171103315,9.10298178,14.79833198,11.62030136,4.641588834,10,10.56354104,22.38721139,28.18382931,2.70665207,15.08590709,19.30697729,5.504789808,23.46228848,7.666822075,23.71373706,19.57341781,8.858667904,1.668100537,10
CG17514,232.6305067,54.55594781,27.21338768,33.98208329,138.9495494,37.47748956,52.07948329,81.99608245,27.45342234,56.89866029,14.09081686,44.89251258,51.41751828,26.82695795,35.28735021,16.78804018,35.48133892,1.282649831,34.33320018,43.93970561,18.16599788,5.504789808,7.017038287,38.3118685,56.23413252,12.74274986,6.812920691,3.981071706
CG45781,1.039122304,1.030760802,1.033933849,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.389495494,1,1,1,1,1,1.467799268,1,1,1
CG40498,85.76958986,8.088998164,14.43511639,10,173.0195739,9.272847442,32.85993248,112.6481692,30.99046339,8.685113738,8.633168407,14.92495545,5.141751828,6.449466771,16.37893707,19.95262315,22.38721139,3.065395295,108.5711119,316.227766,3.593813664,652.8521141,7.666822075,28.72984833,10,33.59818286,7.742636827,12.58925412
rl,85.76958986,28.87528742,16.49648074,15.39926526,96.41108805,58.95108507,17.11328304,57.3615251,15.59489504,40.94915062,10.5021108,19.16940777,37.82489906,28.33876712,80.30857221,16.78804018,35.48133892,3.931828756,78.13707377,34.33320018,35.93813664,6.528521141,22.18982341,51.08969775,14.67799268,5.455594781,10,25.11886432
CR40190,1.079775162,1.030760802,1.221677349,1.154781985,1.245197085,1.254182266,1.211527659,1.21957046,1.175372265,1.151395399,1.158323286,1.492495545,1.22712524,1.55051578,1.245197085,1.77827941,1.122018454,1,1.178768635,1,1,1.406527242,1.304321387,1,1.467799268,1.274274986,1.136463666,1.258925412
CG40191,3.981071706,10.62467831,6.26760256,8.976871324,5.372281118,6.121886111,2.610157216,9.236708572,10,6.250551925,2.536619456,6.373057342,3.782489906,3.72759372,9.466522603,3.349654392,7.943282347,3.931828756,3.433320018,15.08590709,5.504789808,3.030271083,7.666822075,6.812920691,2.872984833,2.335721469,2.448436747,3.16227766
Yeti,59566.21435,106.2467831,1492.495545,119.708503,25864.16205,56.76731596,251.1886432,2807.216204,96.04088213,339.3221772,218.9906295,211.8785326,39.81071706,393.7658924,760.2429141,891.2509381,251.1886432,6.88395207,610.5402297,5179.474679,65.28521141,91.82542836,221.8982341,287.2984833,618.9658189,48.32930239,7.742636827,316.227766
CR44042,1,1.030760802,1,1,1.037225095,1,1,1,1,1,1,1,1,1.056354104,1,1,1,1,1,1,1,1.089022962,1,1,1,1,1,1
l(2)41Ab,1.100694171,1.095150193,1.14280206,1.11397386,1.608233878,1.404562223,1.165914401,1.32035178,1.175372265,1,1.05021108,1.051330177,1.291549665,1.178768635,1.389495494,1.496235656,1.122018454,1,1.085711119,1.508590709,1.185971012,1,1.092600861,1.211527659,1.211527659,1.274274986,1,1
CR44043,1.412537545,1.128837892,1.14280206,1.036632928,1.55051578,1.207722655,1.412537545,1.32035178,1.274274986,1.048113134,1.102943312,1,1,1.115883993,1.115883993,1.059253725,1.188502227,1.132541315,1,1.389495494,1,1.185971012,1.092600861,1.211527659,1,1.128837892,1.136463666,1
Maf1,298.5382619,46.88702005,44.89251258,32.78121151,537.2281118,32.22528161,107.9775162,646.1670787,72.38509068,79.06043211,70.96820648,116.2030136,22.67543126,71.9685673,80.30857221,74.98942093,141.2537545,8.296958521,209.6179992,291.2632655,30.30271083,46.41588834,34.55107295,562.3413252,110.0694171,12.74274986,5.994842503,158.4893192
CG17691,3.285993248,21.98392649,22.27542952,64.93816316,35.93813664,100,28.18382931,92.36708572,18.32980711,12.64855217,8.220412615,86.05628793,2.643761186,8.030857221,51.79474679,22.38721139,56.23413252,3.065395295,12.79802214,13.89495494,7.742636827,10.89022962,8.376776401,56.23413252,13.33521432,4.281332399,4.084238653,15.84893192
CG41520,1.079775162,1.095150193,1.033933849,1.11397386,1.115883993,1.119902793,1,1.126481692,1.041223256,1,1.05021108,1.051330177,1.052500285,1,1.056354104,1.122018454,1.059253725,1,1.085711119,1,1,1.531740464,1.092600861,1.211527659,1.100694171,1.128837892,1,1
CG17684,2.326305067,2.335721469,2.381286195,2.738419634,3.72759372,2.294329228,1.77827941,3.856620421,2.069138081,1.456348478,2.189906295,2.861025569,1.359356391,1.930697729,3.16227766,3.16227766,2.371373706,1.205260937,1.637893707,1.77827941,1.816599788,1.185971012,1.70125428,2.15443469,2.15443469,1.832980711,1,1.584893192
MFS17,17.44482699,35.69698847,25.45640674,24.58244069,59.94842503,33.46494873,26.10157216,181.3930694,24.32007513,4.714866363,39.42254711,33.24597932,5.994842503,28.33876712,16.37893707,18.83649089,70.79457844,3.471686819,11.78768635,316.227766,14.06527242,4.262158829,7.666822075,51.08969775,46.41588834,10,2.15443469,3.981071706
CG41378,13.33521432,5.455594781,4.061585988,10,7.464760408,4.881177382,3.285993248,19.63828002,5.239601353,6.250551925,5.289373747,4.061585988,2.782559402,3.72759372,5.779692884,7.943282347,9.440608763,1.545927736,6.628703162,22.75845926,3.300034791,4.641588834,5.878016072,8.254041853,8.254041853,2.976351442,1.467799268,7.943282347
Scp1,1.122018454,1,1.033933849,1,1,1,1,1,1,1.206792641,1,1,1,1,1,1,1.059253725,1.064209244,1,1,1.089022962,1,1,1,1,1,1,1
dpr21,16155.98098,3909.356383,4961.947603,46975.88817,37275.9372,9629.562525,2610.157216,5736152.51,190.8542144,49.41713361,22998.63854,778581.9799,857.6958986,946.6522603,10563.54104,74989.42093,47315.1259,1982.883949,84834.28982,1637.893707,391.3745602,59948.42503,1425.10267,90851.75757,17782.7941,143.8449888,11.36463666,3162.27766
RYa,1,1,1,1,1,1,1,1,1,1,1,1,1.052500285,1,1,1,1,1,1.930697729,1,1,1.089022962,1,1,1,1.128837892,1,1
uex,84.13951416,49.81595049,71.62629116,165.48171,62.18001087,107.8417397,30.43219887,239.502662,104.1223256,44.98432669,26.63985857,272.1338768,30.8239924,10.56354104,46.41588834,23.71373706,133.3521432,1.452653926,29.12632655,291.2632655,14.06527242,23.46228848,13.04321387,110.0694171,56.23413252,23.35721469,5.274997064,39.81071706
CR45139,1.359356391,1.163561851,1.443511639,1.154781985,1.200508058,1.119902793,1.308177474,1.429461338,1.175372265,1.048113134,1.479833198,1.350314038,1.165914401,1.637893707,1.056354104,1.496235656,1.412537545,1,1.508590709,1.508590709,1.531740464,1,1.092600861,1.333521432,2.371373706,1.274274986,1.136463666,1
Haspin,2.033917501,1.77827941,2.015337686,1.333521432,2.15443469,1.761577033,1.584893192,2.212216291,1.32680475,1.930697729,1.341712835,1.419625896,1.584893192,2.039500469,1.637893707,1.333521432,1.678804018,1.365007807,1.508590709,1.930697729,1.978318883,1.978318883,1.42510267,1.957341781,3.16227766,1.274274986,1.291549665,1.995262315
CG17683,3.981071706,2.801356761,3.10995155,2.838735965,3.340484984,2.877507031,2.326305067,10,1.908542144,1.526417967,4.795689579,3.16227766,1.359356391,2.993577295,1.730195739,4.466835922,3.548133892,1.205260937,2.912632655,9.210553177,2.15443469,2.15443469,1.70125428,3.83118685,3.480700588,2.335721469,1.291549665,2.511886432
RNASEK,2.92864E+20,1.16356E+24,2.90916E+23,1.24094E+27,1.33963E+24,1.25418E+22,5.4117E+19,3.29034E+34,4.83293E+22,2.94705E+21,2.41534E+22,2.72134E+30,2.51189E+13,1.4678E+17,4.15956E+25,3.54813E+19,1.1885E+31,2.38989E+22,7.81371E+17,2.6827E+30,5.50479E+21,2.78256E+18,1.55707E+23,6.81292E+31,2.87298E+16,37926901907,1.89574E+14,3.98107E+15
IntS3,1.77827941,1.35387618,1.823348001,1.715437896,1.861406687,1.633483508,1.77827941,1.887391822,1.497747476,1.59985872,1.554137221,1.350314038,1.847849797,1.827699369,1.730195739,1.258925412,1.496235656,1.132541315,1.637893707,1.637893707,1.816599788,2.15443469,1.557068405,1.77827941,1.467799268,1.128837892,1.291549665,1.584893192
Gprk1,36.86945065,17.7827941,37.99357365,24.58244069,64.49466771,48.81177382,12.11527659,50.92095637,19.08542144,20.23589648,12.16483949,16.49648074,20.46968272,31.6227766,17.30195739,29.85382619,47.3151259,1.545927736,24.70911228,84.83428982,15.31740464,11.85971012,15.57068405,74.98942093,11.00694171,8.858667904,7.742636827,3.981071706
RpL38,5.30884E+45,1.57532E+43,6.70019E+40,5.04807E+36,1.2452E+55,3.34649E+42,5.20795E+42,4.34441E+40,9.60409E+51,3.55648E+71,2.18991E+33,1.28439E+45,1.50584E+32,9.46652E+50,2.0395E+51,5.95662E+31,1.33352E+40,1.64519E+46,1E+54,4.77058E+53,1.40653E+40,7.10971E+46,7.66682E+32,1.33352E+36,6.18966E+42,1.27427E+31,1.4678E+35,3.98107E+45
Stlk,17.7827941,9.701571869,10,13.82372227,9.295097899,10.78417397,5.011872336,16.75474919,15.59489504,8.685113738,5.554958913,11.05295141,3.08239924,5.471359333,7.19685673,10.59253725,15.84893192,1.205260937,7.813707377,20.96179992,10.89022962,2.55509709,4.506570338,16.15598098,6.812920691,2.976351442,1.467799268,10
p120ctn,8413.951416,761.3405252,1033.933849,562.3413252,10758.35899,892.9346422,354.8133892,2043.359718,503.2159359,390.6939937,58.33879398,427.0067916,166.8100537,193.0697729,946.6522603,1496.235656,3758.374043,3.471686819,343.3320018,6628.703162,303.0271083,91.82542836,264.8969288,8254.041853,74.98942093,100,18.95735652,251.1886432
CG17486,5.011872336,2.801356761,2.462092401,2.942727176,5.372281118,2.770913387,2.610157216,3.56224789,2.976351442,3.393221772,2.938225384,2.861025569,2.267543126,1.930697729,3.16227766,3.758374043,2.371373706,1.365007807,4.047089951,4.047089951,2.15443469,2.15443469,2.030917621,5.623413252,2.610157216,1.832980711,1.136463666,3.16227766
CG17883,9.440608763,5.623413252,8.463231721,7.233941627,12.45197085,6.121886111,6.072021957,30.39195382,5.455594781,2.120950888,6.757518355,7.405684692,4.410059454,4.159562163,8.030857221,6.683439176,9.440608763,5.366976946,4.047089951,4.770582696,5.504789808,1.668100537,4.124626383,8.254041853,4.641588834,2.976351442,1.291549665,1.995262315
Nipped-B,89.12509381,123.6247035,118.1581733,50.48065717,193.0697729,32.22528161,85.76958986,81.99608245,52.39601353,49.41713361,19.85511196,77.85819799,37.82489906,37.2759372,84.83428982,63.09573445,63.09573445,1.863246312,71.9685673,227.5845926,30.30271083,35.93813664,45.06570338,13.33521432,510.8969775,23.35721469,14.67799268,6.309573445
CR45471,1.079775162,1.095150193,1,1.074607828,1.037225095,1.038468775,1,1.04049831,1,1,1,1.051330177,1,1,1,1,1,1,1,1,1,1,1,1.211527659,1,1,1,1
CR41440,1,1.062467831,1.033933849,1.11397386,1.075835899,1,1.122018454,1.04049831,1.041223256,1,1.05021108,1,1.107756851,1,1.056354104,1,1,1,1.085711119,1,1,1,1,1,1,1,1,1
conu,3.349654392,1.889364668,2.545640674,2.64164832,5.179474679,2.668268371,1.847849797,2.39502662,3.22679912,2.222996483,2.299863854,1.823348001,2.046968272,3.340484984,2.682695795,3.349654392,2.818382931,1.365007807,2.470911228,3.16227766,1.978318883,3.030271083,1.858791891,2.610157216,2.15443469,3.359818286,1.668100537,1.584893192
CR43281,1.122018454,1.199353946,1.105295141,1.154781985,1.200508058,1.038468775,1.039122304,1.126481692,1.041223256,1.048113134,1.102943312,1.105295141,1.165914401,1.056354104,1.115883993,1.122018454,1.122018454,1,1.279802214,1.085711119,1,1.089022962,1.193776642,1,1.100694171,1.128837892,1,1
CR46064,5.308844442,2.887528742,2.721338768,2.2875732,4.159562163,2.474244554,4.298662347,5.968456995,3.792690191,1.526417967,10.5021108,3.007882518,1.944862439,3.937658924,2.993577295,5.011872336,2.985382619,1.205260937,3.16227766,5.179474679,1.978318883,1.531740464,2.894266125,3.480700588,11.00694171,3.359818286,1,3.981071706
CG12547,3.223542002,1.673725414,3.554059037,2.128751662,4.993587893,3.346494873,2.818382931,3.856620421,3.22679912,1.456348478,2.536619456,3.324597932,1.847849797,1.730195739,2.993577295,2.511886432,1.995262315,1.365007807,1.77827941,2.682695795,2.15443469,2.15443469,2.894266125,4.641588834,2.371373706,1.832980711,1.136463666,1.258925412
CG17528,4.466835922,3.067906399,2.632024061,2.458244069,3.340484984,2.770913387,2.238721139,2.920903717,3.22679912,2.682695795,2.189906295,2.462092401,2.15443469,2.404099184,2.039500469,3.349654392,2.985382619,1.132541315,2.096179992,3.72759372,4.262158829,1.816599788,2.648969288,1.957341781,1.957341781,2.335721469,1.467799268,5.011872336
CG14464,3548.133892,716.5774841,310.995155,582.9415347,832.9806648,256.9425711,158.4893192,1126.481692,1760.410844,1930.697729,375.3773682,367.4661941,77.42636827,54.71359333,803.0857221,89.12509381,2238.721139,64.68607662,662.8703162,5623.413252,197.8318883,100,31.6227766,2610.157216,133.3521432,88.58667904,77.42636827,100
CG44102,1.100694171,1.128837892,1.069019205,1.19708503,1.115883993,1.352531975,1.165914401,1.610262028,1.223824937,1.206792641,1,1.162030136,1,1.31536905,1.31536905,1.188502227,1.059253725,1.132541315,1.508590709,1.085711119,1.185971012,1,1,1.100694171,1.100694171,1,1.136463666,1
TpnC41C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.085711119,1,1,1,1,1,1,1,1,1
CG3107,2.712272579,2.26601697,2.545640674,2.053525026,2.782559402,3.103153642,2.326305067,4.012807032,2.243247503,1.930697729,2.536619456,2.118785326,2.267543126,2.833876712,2.682695795,2.818382931,1.883649089,1.282649831,3.16227766,2.682695795,1.668100537,2.15443469,1.70125428,1.615598098,2.610157216,2.069138081,1.136463666,1.584893192
gus,39.05410294,16.23776739,26.32024061,16.548171,71.9685673,18.29342743,21.5443469,72.78953844,26.36650899,20.23589648,14.79833198,11.05295141,13.59356391,3.937658924,13.89495494,23.71373706,31.6227766,3.931828756,24.70911228,92.10553177,9.182542836,3.593813664,10,17.7827941,19.57341781,3.359818286,4.084238653,12.58925412
CR43256,1.122018454,1,1,1,1.075835899,1.119902793,1.039122304,1.04049831,1.041223256,1.048113134,1.05021108,1,1.052500285,1,1,1,1.059253725,1,1.085711119,1.085711119,1,1.185971012,1,1,1.100694171,1,1,1
Atf6,8.74312458,7.847599704,7.916819159,8.35362547,12.00508058,15.14704337,3.414548874,9.236708572,4.281332399,4.094915062,4.566405432,7.405684692,4.641588834,5.471359333,8.961505019,10,16.78804018,2.110203429,4.393970561,9.210553177,6.528521141,3.593813664,4.923882632,5.623413252,5.108969775,6.158482111,4.084238653,15.84893192
Nipped-A,2.818382931,6.347921959,3.437414337,3.398208329,3.72759372,3.608918289,2.417315481,2.920903717,4.111829402,3.556480306,2.189906295,3.863282989,3.782489906,2.404099184,3.528735021,2.238721139,7.498942093,1.282649831,2.275845926,3.16227766,4.262158829,2.15443469,2.424462017,2.872984833,5.108969775,1.623776739,3.16227766,6.309573445
d4,14.96235656,15.28306733,15.43141664,16.548171,19.30697729,11.19902793,9.623506264,15.47587355,16.90714103,10.98541142,6.434438263,16.49648074,10,8.030857221,17.30195739,25.11886432,7.943282347,1.645190588,6.105402297,12.79802214,33.00034791,3.593813664,3.455107295,13.33521432,17.7827941,7.847599704,3.16227766,2.511886432
sxc,9.261187281,8.858667904,6.700187504,7.498942093,17.9460244,16.33483508,7.079457844,9.236708572,7.238509068,4.498432669,6.434438263,5.76593265,3.981071706,3.16227766,10.56354104,4.216965034,12.58925412,1.863246312,5.179474679,7.813707377,4.262158829,3.913745602,3.16227766,4.641588834,9.085175757,3.359818286,1.136463666,6.309573445
CG10465,7.644222743,5.292784486,5.484416576,5.623413252,17.9460244,5.676731596,6.309573445,9.236708572,6.951927962,2.947051703,6.757518355,6.061898993,2.928644565,6.105402297,6.105402297,6.683439176,17.7827941,2.70665207,8.483428982,15.08590709,2.782559402,3.913745602,4.124626383,12.11527659,13.33521432,3.792690191,2.448436747,3.16227766
CG10395,2.818382931,2.069138081,2.545640674,4.531583638,4.641588834,2.668268371,2.712272579,5.512889789,2.335721469,1.325711366,1.985511196,2.015337686,1.755676291,1.730195739,2.833876712,2.66072506,2.818382931,1.452653926,1.508590709,4.393970561,2.346228848,1.406527242,2.218982341,2.371373706,4.641588834,1.623776739,1.136463666,1.258925412
CG30441,1.019373486,1.062467831,1,1.036632928,1.037225095,1,1.039122304,1.04049831,1,1,1.05021108,1.105295141,1.052500285,1,1.056354104,1.059253725,1,1.132541315,1,1.085711119,1,1,1,1,1.100694171,1,1,1
COX4L,1.019373486,1,1.033933849,1.074607828,1,1.038468775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.185971012,1,1,1,1,1,1
CG10417,6.683439176,4.281332399,4.641588834,6.264335367,7.742636827,7.393540548,3.981071706,6.723357536,5.032159359,5.179474679,4.795689579,4.061585988,4.190079106,6.449466771,5.779692884,4.466835922,3.758374043,1.645190588,7.813707377,11.78768635,3.300034791,5.994842503,3.775053205,5.108969775,6.189658189,4.281332399,3.16227766,5.011872336
CR42646,1.039122304,1,1,1,1,1,1.079775162,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19.78318883,1,1,1,1.128837892,1,1
laccase2,1,1,1,1.036632928,1.037225095,1,1,1,1.041223256,1,1,1,1,1,1,1,1.059253725,1.064209244,1,1,1,1,1,1.100694171,1.100694171,1,1,1
CG30440,1,1,1,1.036632928,1,1,1,1,1,1,1,1,1,1,1.056354104,1,1,1,1,1.085711119,1,1,1,1,1,1,1,1
CG30438,1.059253725,1.030760802,1,1.074607828,1.075835899,1.119902793,1.359356391,1.373823796,1,1.151395399,1,1.105295141,1.052500285,1.115883993,1,1.059253725,1,1,1.178768635,1.178768635,1,1.089022962,1,1,1.333521432,1,1.136463666,1
Fis1,96235062.64,1482697.76,139613539.1,10000000,129154966.5,25694257.11,4298662.347,417531893.7,127427498.6,132571136.6,1800193.333,1051330177,9501.185073,163789370.7,3727593.72,1059253.725,595662143.5,17508.27032,66287.03162,29126326549,505479.6821,11859.71012,221898.2341,1615598098,383118.685,8858.667904,189.5735652,6309.573445
CG17508,10.19373486,8.858667904,6.061898993,5.232991147,31.05013495,6.601948484,4.466835922,10.82636734,9.223851039,3.906939937,8.633168407,6.061898993,2.782559402,9.466522603,8.961505019,19.95262315,5.623413252,3.471686819,13.89495494,9.210553177,5.994842503,16.68100537,17.0125428,5.623413252,8.254041853,6.158482111,2.15443469,3.16227766
CG11665,21.961736,9.412049673,5.484416576,4.067944321,10,5.676731596,6.072021957,5.968456995,14.38449888,26.82695795,4.140199576,12.21677349,5.141751828,21.5443469,5.779692884,5.623413252,7.079457844,1.645190588,10.85711119,31.6227766,25.5509709,11.85971012,3.775053205,9.085175757,8.254041853,3.359818286,7.742636827,3.16227766
CG1344,2.371373706,1.673725414,1.5955064,1.715437896,2.493592005,1.829342743,1.359356391,2.492021151,1.623776739,2.442053095,1.341712835,1.823348001,1.668100537,2.15443469,1.730195739,1.496235656,1.678804018,1.205260937,1.637893707,3.433320018,1.978318883,1.668100537,1.858791891,4.641588834,2.15443469,1.274274986,1,1
Not3,4.73151259,4.281332399,4.061585988,4.216965034,7.464760408,3.103153642,3.414548874,4.893900918,4.281332399,4.29193426,2.299863854,4.71968532,2.928644565,1.930697729,2.833876712,2.66072506,1.995262315,1.645190588,4.047089951,6.628703162,3.913745602,3.593813664,2.424462017,3.16227766,3.83118685,2.636650899,2.15443469,1.995262315
CR45472,1,1.062467831,1,1.036632928,1,1,1,1.04049831,1,1,1,1,1.052500285,1,1,1,1,1,1,1,1,1,1,1,1.100694171,1,1,1
CG8245,735.6422545,109.5150193,176.3505472,294.2727176,3464.834856,635.7387571,281.8382931,529.8316906,155.9489504,37.2759372,180.0193333,1569.105606,9.501185073,80.30857221,415.9562163,2660.72506,668.3439176,6.88395207,117.8768635,2682.695795,100,129.1549665,37.75053205,383.118685,100,100,2.448436747,50.11872336
kune,2.371373706,2.132786428,1.14280206,2.206734069,1.930697729,2.048686048,2.610157216,1.963828002,2.85851418,1.526417967,1.985511196,1.823348001,1.847849797,3.528735021,1.827699369,1.678804018,2.511886432,1.750827032,2.682695795,2.275845926,1.668100537,1,1.092600861,2.371373706,3.480700588,1.623776739,1.136463666,1.584893192
scaf,1,1,1,1,1,1,1.211527659,1,1,1,1,1,1,1.178768635,1,1,1,1,1,1,1.089022962,1,1,1,1,1.128837892,1,1.584893192
CG17337,2.610157216,2.557965819,3.10995155,1.286396945,5.179474679,2.382589263,2.15443469,2.920903717,1.832980711,2.120950888,2.663985857,2.58847204,1.755676291,2.15443469,2.539580038,2.985382619,2.66072506,1.132541315,2.275845926,2.096179992,1.531740464,39.13745602,2.218982341,2.610157216,2.610157216,1.623776739,1.668100537,1.995262315
vlc,2.282092971,1.528306733,2.083725851,1.77827941,2.886140441,1.972795039,1.525222957,2.212216291,2.432007513,2.120950888,3.085756853,1.569105606,1.505836354,1.55051578,1.730195739,3.16227766,2.66072506,1.064209244,1.77827941,2.096179992,1.185971012,2.346228848,1.42510267,1.333521432,2.15443469,2.335721469,1.291549665,1.258925412
ap,1,1.062467831,1,1.036632928,1,1,1,1.082636734,1,1,1.05021108,1,1,1,1.31536905,1,1,1,1,1,1,1,1,1,1.211527659,1,1,1
l(2)09851,1.847849797,1.395522497,1.543141664,1.286396945,2.15443469,1.458594012,1.412537545,1.32035178,1.497747476,1.264855217,1.554137221,1.916940777,1.107756851,1.467799268,1.637893707,1.584893192,1.188502227,1.064209244,1.508590709,2.275845926,1.406527242,1.531740464,2.030917621,1.615598098,1.77827941,1.128837892,1,1
CG34200,39.81071706,562.3413252,64.8028644,159.6338544,77.42636827,828.0046712,42.98662347,316.227766,183.2980711,372.759372,64.34438263,1569.105606,46.41588834,15.5051578,415.9562163,79.43282347,100,164.5190588,117.8768635,163.7893707,153.1740464,5.994842503,289.4266125,261.0157216,61.89658189,14.38449888,8.799225436,15.84893192
CG7791,1.584893192,1.48269776,2.227542952,1.6548171,2.404099184,2.048686048,1.646897865,1.429461338,1.438449888,1.264855217,2.189906295,1.492495545,1.291549665,1.55051578,1.467799268,1.77827941,1.678804018,1.064209244,1.930697729,2.470911228,1.978318883,1.185971012,1.304321387,1.615598098,2.371373706,1,1.136463666,1.258925412
Gp210,1.678804018,1.72521055,1.221677349,1.77827941,1.441219597,1.352531975,1.467799268,2.126112334,1.760410844,1.098541142,1.409081686,1.569105606,1.584893192,1.31536905,1.389495494,1.496235656,1.496235656,1,1.508590709,1.178768635,1.291549665,1.089022962,1.304321387,1.615598098,1.77827941,1.438449888,1.136463666,1
ZnT41F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.100694171,1,1,1,1
dpr12,135.9356391,13.95522497,11.05295141,28.38735965,28.86140441,6.357387571,56.23413252,75.73739176,14.38449888,75.43120063,11.02943312,17.34324802,10,4.393970561,5.179474679,211.348904,14.96235656,1.064209244,2.912632655,117.8768635,2.55509709,11.85971012,2.894266125,16.15598098,17.7827941,11.28837892,1.895735652,1.584893192
CG43366,1,1.030760802,1.14280206,1.382372227,1.389495494,2.294329228,1.467799268,1.675474919,1,1.098541142,1,1.419625896,1.107756851,1.056354104,1.115883993,1.059253725,1.122018454,1.132541315,1,1.085711119,1.291549665,1,1,1.100694171,1,1.128837892,1,1
CG7881,1.019373486,1,1.033933849,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CR44127,1.678804018,1.274274986,1.443511639,1.286396945,2.077113926,1.162984082,1.359356391,1.32035178,1.438449888,1.325711366,1.216483949,1.221677349,1.052500285,1.178768635,1.178768635,1.258925412,1.412537545,1.365007807,1.178768635,2.096179992,1.291549665,1.089022962,1.557068405,1.467799268,1.100694171,1,1.291549665,1.258925412
BubR1,1,1.030760802,1,1,1,1,1.039122304,1,1,1.048113134,1,1,1.107756851,1,1,1,1,1,1,1,1,1,1,1,1.211527659,1.128837892,1,1.258925412
mle,1.744482699,1.889364668,2.15443469,2.548296748,2.682695795,1.899715318,1.525222957,2.492021151,1.559489504,1.389495494,2.299863854,2.015337686,1.668100537,1.930697729,1.827699369,2.11348904,1.995262315,1.064209244,1.77827941,3.72759372,1.668100537,1.406527242,1.858791891,1.333521432,3.16227766,1,1.136463666,1.258925412
Src42A,13.33521432,4.981595049,5.130325585,4.371444813,10.75835899,3.608918289,5.623413252,5.298316906,10,5.963623317,5.289373747,4.961947603,3.981071706,2.539580038,5.179474679,4.466835922,8.413951416,1.282649831,5.623413252,9.210553177,4.262158829,1.978318883,3.16227766,4.641588834,4.216965034,2.636650899,1.467799268,10
Act42A,1.235E+19,9412049673,343741433.7,14330125.7,8.03086E+18,5676.731596,5011872336,370651291.1,54555947.81,868511373.8,1216483949,5484416.576,2643.761186,1.8277E+12,28338767.12,3.16228E+11,944060876.3,270.665207,10857111194,4393970561,84319.09293,7742636.827,2424462.017,1100694171,562341325.2,615.8482111,11.36463666,50118.72336
Pngl,6.812920691,2.26601697,2.303132059,1.43301257,5.179474679,1.572973157,1.995262315,1.813930694,1.908542144,2.023589648,1.479833198,1.734324802,1.584893192,1.467799268,1.55051578,2.985382619,2.511886432,1.064209244,2.912632655,2.682695795,1.816599788,1.531740464,1.42510267,1.333521432,2.610157216,1.438449888,1.668100537,1.258925412
Strica,1,1,1,1.074607828,1,1.038468775,1,1,1.041223256,1,1,1.051330177,1,1.056354104,1,1,1.059253725,1,1,1,1,1.089022962,1,1.100694171,1,1,1,1
