"","Gene","KEGG"
"1696","Gs1","path:dme00250"
"1697","Gs1","path:dme00630"
"1698","Gs1","path:dme00910"
"1699","Gs1","path:dme01100"
"1700","Gs1","path:dme01230"
"1701","Got2","path:dme00220"
"1702","Got2","path:dme00250"
"1703","Got2","path:dme00270"
"1704","Got2","path:dme00330"
"1705","Got2","path:dme00350"
"1706","Got2","path:dme00360"
"1707","Got2","path:dme00400"
"1708","Got2","path:dme01100"
"1709","Got2","path:dme01200"
"1710","Got2","path:dme01210"
"1711","Got2","path:dme01230"
"1712","GLS","path:dme00220"
"1713","GLS","path:dme00250"
"1714","GLS","path:dme00470"
"1715","GLS","path:dme01100"
"1716","bb8","path:dme00220"
"1717","bb8","path:dme00250"
"1718","bb8","path:dme00910"
"1719","bb8","path:dme01100"
"1720","bb8","path:dme01200"
"1721","Gdh","path:dme00220"
"1722","Gdh","path:dme00250"
"1723","Gdh","path:dme00910"
"1724","Gdh","path:dme01100"
"1725","Gdh","path:dme01200"
"1726","CG6465","path:dme00220"
"1727","CG6465","path:dme01100"
"1728","CG6465","path:dme01210"
"1729","CG6465","path:dme01230"
"1730","Nos","path:dme00220"
"1731","Nos","path:dme00330"
"1732","Nos","path:dme01100"
"1733","Nos","path:dme04145"
"1734","CG6726","path:dme00220"
"1735","CG6726","path:dme01100"
"1736","CG6726","path:dme01210"
"1737","CG6726","path:dme01230"
"1738","CG6733","path:dme00220"
"1739","CG6733","path:dme01100"
"1740","CG6733","path:dme01210"
"1741","CG6733","path:dme01230"
"1742","CG6738","path:dme00220"
"1743","CG6738","path:dme01100"
"1744","CG6738","path:dme01210"
"1745","CG6738","path:dme01230"
"1746","Got1","path:dme00220"
"1747","Got1","path:dme00250"
"1748","Got1","path:dme00270"
"1749","Got1","path:dme00330"
"1750","Got1","path:dme00350"
"1751","Got1","path:dme00360"
"1752","Got1","path:dme00400"
"1753","Got1","path:dme01100"
"1754","Got1","path:dme01200"
"1755","Got1","path:dme01210"
"1756","Got1","path:dme01230"
"1757","Argl","path:dme00220"
"1758","Argl","path:dme00250"
"1759","Argl","path:dme01100"
"1760","Argl","path:dme01230"
"1761","Prat2","path:dme00230"
"1762","Prat2","path:dme00250"
"1763","Prat2","path:dme01100"
"1764","Adgf-E","path:dme00230"
"1765","Adgf-E","path:dme01100"
"1766","Adgf-E","path:dme01232"
"1767","Ac78C","path:dme00230"
"1768","Ac78C","path:dme01100"
"1769","Ac78C","path:dme04213"
"1770","CG10581","path:dme00230"
"1771","CG10581","path:dme00730"
"1772","CG10581","path:dme01100"
"1773","CG10581","path:dme01232"
"1774","CG11050","path:dme00230"
"1775","CG11050","path:dme00240"
"1776","CG11050","path:dme01100"
"1777","CG11050","path:dme01232"
"1778","CG11089","path:dme00230"
"1779","CG11089","path:dme00670"
"1780","CG11089","path:dme01100"
"1781","AdenoK","path:dme00230"
"1782","AdenoK","path:dme01100"
"1783","AdenoK","path:dme01232"
"1784","CG11811","path:dme00230"
"1785","CG11811","path:dme01100"
"1786","CG11811","path:dme01232"
"1787","CG11883","path:dme00230"
"1788","CG11883","path:dme00240"
"1789","CG11883","path:dme00760"
"1790","CG11883","path:dme01100"
"1791","CG11883","path:dme01232"
"1792","Mesh1","path:dme00230"
"1793","Mesh1","path:dme01100"
"1794","Gycbeta100B","path:dme00230"
"1795","Gycbeta100B","path:dme01100"
"1796","Gycbeta100B","path:dme02010"
"1797","Gycbeta100B","path:dme04624"
"1798","Gyc89Da","path:dme00230"
"1799","Gyc89Da","path:dme01100"
"1800","Gyc89Db","path:dme00230"
"1801","Gyc89Db","path:dme01100"
"1802","Ac3","path:dme00230"
"1803","Ac3","path:dme01100"
"1804","Ac3","path:dme04213"
"1805","CG15547","path:dme00230"
"1806","CG15547","path:dme00240"
"1807","CG15547","path:dme00983"
"1808","CG15547","path:dme01100"
"1809","CG15547","path:dme01232"
"1810","CG15547","path:dme01240"
"1811","CG16758","path:dme00230"
"1812","CG16758","path:dme00760"
"1813","CG16758","path:dme01100"
"1814","CG16758","path:dme01232"
"1815","Adk1","path:dme00230"
"1816","Adk1","path:dme00730"
"1817","Adk1","path:dme01100"
"1818","Adk1","path:dme01232"
"1819","Adk1","path:dme01240"
"1820","ACXB","path:dme00230"
"1821","ACXB","path:dme01100"
"1822","ACXB","path:dme04213"
"1823","ACXA","path:dme00230"
"1824","ACXA","path:dme01100"
"1825","ACXA","path:dme04213"
"1826","AdSS","path:dme00230"
"1827","AdSS","path:dme00250"
"1828","AdSS","path:dme01100"
"1829","AdSS","path:dme01232"
"1830","AdSS","path:dme01240"
"1831","ras","path:dme00230"
"1832","ras","path:dme00983"
"1833","ras","path:dme01100"
"1834","ras","path:dme01232"
"1835","ras","path:dme04144"
"1836","ras","path:dme04341"
"1837","CG18128","path:dme00230"
"1838","CG18128","path:dme00760"
"1839","CG18128","path:dme01100"
"1840","CG18128","path:dme01232"
"1841","DhpD","path:dme00230"
"1842","DhpD","path:dme01100"
"1843","DhpD","path:dme01232"
"1844","Aprt","path:dme00230"
"1845","Aprt","path:dme01100"
"1846","Aprt","path:dme01232"
"1847","Ady43A","path:dme00230"
"1848","Ady43A","path:dme00230"
"1849","Ady43A","path:dme00230"
"1850","Ady43A","path:dme00232"
"1851","Ady43A","path:dme00232"
"1852","Ady43A","path:dme00983"
"1853","Ady43A","path:dme00983"
"1854","Ady43A","path:dme01100"
"1855","Ady43A","path:dme01100"
"1856","Ady43A","path:dme01100"
"1857","Ady43A","path:dme01232"
"1858","Ady43A","path:dme01232"
"1859","Ady43A","path:dme01232"
"1860","Ady43A","path:dme04146"
"1861","Ady43A","path:dme04146"
"1862","AOX4","path:dme00230"
"1863","AOX4","path:dme00232"
"1864","AOX4","path:dme00983"
"1865","AOX4","path:dme01100"
"1866","AOX4","path:dme01232"
"1867","AOX4","path:dme04146"
"1868","AOX2","path:dme00230"
"1869","AOX2","path:dme00232"
"1870","AOX2","path:dme00983"
"1871","AOX2","path:dme01100"
"1872","AOX2","path:dme01232"
"1873","AOX2","path:dme04146"
"1874","AOX1","path:dme00230"
"1875","AOX1","path:dme00232"
"1876","AOX1","path:dme00983"
"1877","AOX1","path:dme01100"
"1878","AOX1","path:dme01232"
"1879","AOX1","path:dme04146"
"1880","Gycalpha99B","path:dme00230"
"1881","Gycalpha99B","path:dme01100"
"1882","awd","path:dme00230"
"1883","awd","path:dme00240"
"1884","awd","path:dme00983"
"1885","awd","path:dme01100"
"1886","awd","path:dme01232"
"1887","awd","path:dme01240"
"1888","Prat","path:dme00230"
"1889","Prat","path:dme00250"
"1890","Prat","path:dme01100"
"1891","CG30016","path:dme00230"
"1892","CG30016","path:dme01100"
"1893","CG30103","path:dme00230"
"1894","CG30103","path:dme00240"
"1895","CG30103","path:dme00760"
"1896","CG30103","path:dme01100"
"1897","CG30103","path:dme01232"
"1898","NT5E-2","path:dme00230"
"1899","NT5E-2","path:dme00240"
"1900","NT5E-2","path:dme00760"
"1901","NT5E-2","path:dme01100"
"1902","NT5E-2","path:dme01232"
"1903","NTPase","path:dme00230"
"1904","NTPase","path:dme00240"
"1905","NTPase","path:dme01100"
"1906","NTPase","path:dme01232"
"1907","CG31183","path:dme00230"
"1908","CG31183","path:dme01100"
"1909","Adk2","path:dme00230"
"1910","Adk2","path:dme00730"
"1911","Adk2","path:dme01100"
"1912","Adk2","path:dme01232"
"1913","Adk2","path:dme01240"
"1914","Gart","path:dme00230"
"1915","Gart","path:dme00670"
"1916","Gart","path:dme01100"
"1917","Apf","path:dme00230"
"1918","Apf","path:dme00240"
"1919","Apf","path:dme01100"
"1920","CG3216","path:dme00230"
"1921","CG3216","path:dme01100"
"1922","CG3216","path:dme03013"
"1923","CG3216","path:dme03013"
"1924","CG3216","path:dme03015"
"1925","Adgf-A2","path:dme00230"
"1926","Adgf-A2","path:dme01100"
"1927","Adgf-A2","path:dme01232"
"1928","CG32301","path:dme00230"
"1929","CG32301","path:dme01100"
"1930","CG32301","path:dme04213"
"1931","CG32305","path:dme00230"
"1932","CG32305","path:dme01100"
"1933","CG32305","path:dme04213"
"1934","dnc","path:dme00230"
"1935","dnc","path:dme01100"
"1936","CG32549","path:dme00230"
"1937","CG32549","path:dme00240"
"1938","CG32549","path:dme00760"
"1939","CG32549","path:dme01100"
"1940","CG32549","path:dme01232"
"1941","AMPdeam","path:dme00230"
"1942","AMPdeam","path:dme01100"
"1943","AMPdeam","path:dme01232"
"1944","Gyc32E","path:dme00230"
"1945","Gyc32E","path:dme01100"
"1946","Pde11","path:dme00230"
"1947","Pde11","path:dme01100"
"1948","CG34357","path:dme00230"
"1949","CG34357","path:dme01100"
"1950","pn","path:dme00230"
"1951","pn","path:dme01100"
"1952","AdSL","path:dme00230"
"1953","AdSL","path:dme00250"
"1954","AdSL","path:dme01100"
"1955","AdSL","path:dme01232"
"1956","AdSL","path:dme01240"
"1957","CG3809","path:dme00230"
"1958","CG3809","path:dme01100"
"1959","CG3809","path:dme01232"
"1960","Paics","path:dme00230"
"1961","Paics","path:dme01100"
"1962","CG4098","path:dme00230"
"1963","CG4098","path:dme01100"
"1964","Gyc88E","path:dme00230"
"1965","Gyc88E","path:dme01100"
"1966","Pde9","path:dme00230"
"1967","Pde9","path:dme01100"
"1968","Gyc76C","path:dme00230"
"1969","Gyc76C","path:dme01100"
"1970","CG42637","path:dme00230"
"1971","CG42637","path:dme01100"
"1972","Pde1c","path:dme00230"
"1973","Pde1c","path:dme01100"
"1974","Pde8","path:dme00230"
"1975","Pde8","path:dme01100"
"1976","veil","path:dme00230"
"1977","veil","path:dme00240"
"1978","veil","path:dme00760"
"1979","veil","path:dme01100"
"1980","veil","path:dme01232"
"1981","CG5276","path:dme00230"
"1982","CG5276","path:dme00240"
"1983","CG5276","path:dme01100"
"1984","CG5276","path:dme01232"
"1985","nmdyn-D6","path:dme00230"
"1986","nmdyn-D6","path:dme00240"
"1987","nmdyn-D6","path:dme00983"
"1988","nmdyn-D6","path:dme01100"
"1989","nmdyn-D6","path:dme01232"
"1990","nmdyn-D6","path:dme01240"
"1991","RnrL","path:dme00230"
"1992","RnrL","path:dme00240"
"1993","RnrL","path:dme00480"
"1994","RnrL","path:dme00983"
"1995","RnrL","path:dme01100"
"1996","RnrL","path:dme01232"
"1997","dnk","path:dme00230"
"1998","dnk","path:dme00240"
"1999","dnk","path:dme01100"
"2000","dnk","path:dme01232"
"2001","ACXD","path:dme00230"
"2002","ACXD","path:dme01100"
"2003","ACXD","path:dme04213"
"2004","ACXC","path:dme00230"
"2005","ACXC","path:dme01100"
"2006","ACXC","path:dme04213"
"2007","Adgf-A","path:dme00230"
"2008","Adgf-A","path:dme01100"
"2009","Adgf-A","path:dme01232"
"2010","Adgf-B","path:dme00230"
"2011","Adgf-B","path:dme01100"
"2012","Adgf-B","path:dme01232"
"2013","AOX3","path:dme00230"
"2014","AOX3","path:dme00232"
"2015","AOX3","path:dme00983"
"2016","AOX3","path:dme01100"
"2017","AOX3","path:dme01232"
"2018","AOX3","path:dme04146"
"2019","CG6106","path:dme00230"
"2020","CG6106","path:dme01100"
"2021","Adk3","path:dme00230"
"2022","Adk3","path:dme01232"
"2023","Adk3","path:dme01240"
"2024","Uro","path:dme00230"
"2025","Uro","path:dme00232"
"2026","Uro","path:dme01100"
"2027","ry","path:dme00230"
"2028","ry","path:dme00232"
"2029","ry","path:dme00983"
"2030","ry","path:dme01100"
"2031","ry","path:dme01232"
"2032","ry","path:dme04146"
"2033","Ac76E","path:dme00230"
"2034","Ac76E","path:dme01100"
"2035","Ac76E","path:dme04213"
"2036","Pde6","path:dme00230"
"2037","Pde6","path:dme01100"
"2038","nmdyn-D7","path:dme00230"
"2039","nmdyn-D7","path:dme00240"
"2040","nmdyn-D7","path:dme00983"
"2041","nmdyn-D7","path:dme01100"
"2042","nmdyn-D7","path:dme01232"
"2043","nmdyn-D7","path:dme01240"
"2044","Papss","path:dme00230"
"2045","Papss","path:dme00450"
"2046","Papss","path:dme00920"
"2047","Papss","path:dme01100"
"2048","Ak6","path:dme00230"
"2049","Ak6","path:dme01100"
"2050","Ak6","path:dme01232"
"2051","Ak6","path:dme01240"
"2052","Ak6","path:dme03008"
"2053","CG8891","path:dme00230"
"2054","CG8891","path:dme00983"
"2055","CG8891","path:dme01100"
"2056","CG8891","path:dme01232"
"2057","RnrS","path:dme00230"
"2058","RnrS","path:dme00240"
"2059","RnrS","path:dme00480"
"2060","RnrS","path:dme00983"
"2061","RnrS","path:dme01100"
"2062","RnrS","path:dme01232"
"2063","Pfas","path:dme00230"
"2064","Pfas","path:dme01100"
"2065","Ac13E","path:dme00230"
"2066","Ac13E","path:dme01100"
"2067","Ac13E","path:dme04213"
"2068","bur","path:dme00230"
"2069","bur","path:dme00983"
"2070","bur","path:dme01100"
"2071","bur","path:dme01232"
"2072","PrBP","path:dme00230"
"2073","PrBP","path:dme01100"
"2074","Adgf-C","path:dme00230"
"2075","Adgf-C","path:dme01100"
"2076","Adgf-C","path:dme01232"
"2077","rut","path:dme00230"
"2078","rut","path:dme01100"
"2079","rut","path:dme04213"
"2080","Adgf-D","path:dme00230"
"2081","Adgf-D","path:dme01100"
"2082","Adgf-D","path:dme01232"
"2083","CRMP","path:dme00240"
"2084","CRMP","path:dme00410"
"2085","CRMP","path:dme00770"
"2086","CRMP","path:dme00983"
"2087","CRMP","path:dme01100"
"2088","CG17224","path:dme00240"
"2089","CG17224","path:dme00983"
"2090","CG17224","path:dme01100"
"2091","CG17224","path:dme01232"
"2092","r","path:dme00240"
"2093","r","path:dme00250"
"2094","r","path:dme01100"
"2095","r","path:dme01240"
"2096","su(r)","path:dme00240"
"2097","su(r)","path:dme00410"
"2098","su(r)","path:dme00770"
"2099","su(r)","path:dme00983"
"2100","su(r)","path:dme01100"
"2101","CG2794","path:dme00240"
"2102","CG2794","path:dme01100"
"2103","pyd3","path:dme00240"
"2104","pyd3","path:dme00410"
"2105","pyd3","path:dme00770"
"2106","pyd3","path:dme00983"
"2107","pyd3","path:dme01100"
"2108","pyd3","path:dme04142"
"2109","Ts","path:dme00240"
"2110","Ts","path:dme00670"
"2111","Ts","path:dme01100"
"2112","Ts","path:dme01232"
"2113","Ts","path:dme04144"
"2114","cN-IIIB","path:dme00240"
"2115","cN-IIIB","path:dme01100"
"2116","cN-IIIB","path:dme01232"
"2117","r-l","path:dme00240"
"2118","r-l","path:dme00983"
"2119","r-l","path:dme01100"
"2120","r-l","path:dme01240"
"2121","CG3788","path:dme00240"
"2122","CG3788","path:dme00983"
"2123","CG3788","path:dme01100"
"2124","CG3788","path:dme01232"
"2125","CTPsyn","path:dme00240"
"2126","CTPsyn","path:dme01100"
"2127","CTPsyn","path:dme01232"
"2128","CTPsyn","path:dme01240"
"2129","dUTPase","path:dme00240"
"2130","dUTPase","path:dme00983"
"2131","dUTPase","path:dme01100"
"2132","dUTPase","path:dme01232"
"2133","l(2)k01209","path:dme00240"
"2134","l(2)k01209","path:dme00983"
"2135","l(2)k01209","path:dme01100"
"2136","l(2)k01209","path:dme01232"
"2137","CG5757","path:dme00240"
"2138","CG5757","path:dme01100"
"2139","CG5757","path:dme01232"
"2140","Dak1","path:dme00240"
"2141","Dak1","path:dme00983"
"2142","Dak1","path:dme01100"
"2143","Dak1","path:dme01232"
"2144","Dak1","path:dme01240"
"2145","CG6330","path:dme00240"
"2146","CG6330","path:dme00983"
"2147","CG6330","path:dme01100"
"2148","CG6330","path:dme01232"
"2149","Uck","path:dme00240"
"2150","Uck","path:dme00983"
"2151","Uck","path:dme01100"
"2152","Uck","path:dme01232"
"2153","CG6951","path:dme00240"
"2154","CG6951","path:dme01100"
"2155","CG6951","path:dme01232"
"2156","CG8349","path:dme00240"
"2157","CG8349","path:dme00983"
"2158","CG8349","path:dme01100"
"2159","CG8349","path:dme01232"
"2160","CG8353","path:dme00240"
"2161","CG8353","path:dme00983"
"2162","CG8353","path:dme01100"
"2163","CG8353","path:dme01232"
"2164","CG8360","path:dme00240"
"2165","CG8360","path:dme00983"
"2166","CG8360","path:dme01100"
"2167","CG8360","path:dme01232"
"2168","Dhod","path:dme00240"
"2169","Dhod","path:dme01100"
"2170","Dhod","path:dme01240"
"2171","CG11241","path:dme00250"
"2172","CG11241","path:dme00260"
"2173","CG11241","path:dme00270"
"2174","CG11241","path:dme00280"
"2175","CG11241","path:dme01100"
"2176","CG12338","path:dme00250"
"2177","CG12338","path:dme00470"
"2178","CG12338","path:dme01100"
"2179","CG12338","path:dme04146"
"2180","Gfat1","path:dme00250"
"2181","Gfat1","path:dme00520"
"2182","Gfat1","path:dme01100"
"2183","Gfat1","path:dme01250"
"2184","Gfat2","path:dme00250"
"2185","Gfat2","path:dme00520"
"2186","Gfat2","path:dme01100"
"2187","Gfat2","path:dme01250"
"2188","Gad1","path:dme00250"
"2189","Gad1","path:dme00410"
"2190","Gad1","path:dme00430"
"2191","Gad1","path:dme00650"
"2192","Gad1","path:dme01100"
"2193","AsnS","path:dme00250"
"2194","AsnS","path:dme01100"
"2195","AsnS","path:dme01230"
"2196","Spat","path:dme00250"
"2197","Spat","path:dme00260"
"2198","Spat","path:dme00630"
"2199","Spat","path:dme01100"
"2200","Spat","path:dme01200"
"2201","Spat","path:dme04146"
"2202","Ssadh","path:dme00250"
"2203","Ssadh","path:dme00650"
"2204","Ssadh","path:dme01100"
"2205","CG6661","path:dme00250"
"2206","CG6661","path:dme00330"
"2207","CG6661","path:dme01100"
"2208","P5CDh1","path:dme00250"
"2209","P5CDh1","path:dme00330"
"2210","P5CDh1","path:dme01100"
"2211","Gabat","path:dme00250"
"2212","Gabat","path:dme00280"
"2213","Gabat","path:dme00410"
"2214","Gabat","path:dme00640"
"2215","Gabat","path:dme00650"
"2216","Gabat","path:dme01100"
"2217","CG7860","path:dme00250"
"2218","CG7860","path:dme01100"
"2219","CG8132","path:dme00250"
"2220","CG8132","path:dme01100"
"2221","CG9674","path:dme00250"
"2222","CG9674","path:dme00910"
"2223","CG9674","path:dme01100"
"2224","CG9674","path:dme01230"
"2225","CG10184","path:dme00260"
"2226","CG10184","path:dme01100"
"2227","CG10184","path:dme01230"
"2228","CG10361","path:dme00260"
"2229","CG10361","path:dme01100"
"2230","CG11236","path:dme00260"
"2231","CG11236","path:dme00330"
"2232","CG11236","path:dme00470"
"2233","CG11236","path:dme01100"
"2234","CG11236","path:dme04146"
"2235","CG11899","path:dme00260"
"2236","CG11899","path:dme00270"
"2237","CG11899","path:dme00750"
"2238","CG11899","path:dme01100"
"2239","CG11899","path:dme01200"
"2240","CG11899","path:dme01230"
"2241","CG11899","path:dme01240"
"2242","CG1236","path:dme00260"
"2243","CG1236","path:dme00514"
"2244","CG1236","path:dme00620"
"2245","CG1236","path:dme00630"
"2246","CG1236","path:dme01100"
"2247","CG1236","path:dme04814"
"2248","shps","path:dme00260"
"2249","shps","path:dme00330"
"2250","shps","path:dme00340"
"2251","shps","path:dme00350"
"2252","shps","path:dme00360"
"2253","shps","path:dme00380"
"2254","shps","path:dme00982"
"2255","shps","path:dme01100"
"2256","Cbs","path:dme00260"
"2257","Cbs","path:dme00270"
"2258","Cbs","path:dme00480"
"2259","Cbs","path:dme00480"
"2260","Cbs","path:dme00480"
"2261","Cbs","path:dme00480"
"2262","Cbs","path:dme00980"
"2263","Cbs","path:dme00980"
"2264","Cbs","path:dme00980"
"2265","Cbs","path:dme00980"
"2266","Cbs","path:dme00982"
"2267","Cbs","path:dme00982"
"2268","Cbs","path:dme00982"
"2269","Cbs","path:dme00982"
"2270","Cbs","path:dme00983"
"2271","Cbs","path:dme00983"
"2272","Cbs","path:dme00983"
"2273","Cbs","path:dme00983"
"2274","Cbs","path:dme01100"
"2275","Cbs","path:dme01100"
"2276","Cbs","path:dme01100"
"2277","Cbs","path:dme01100"
"2278","Cbs","path:dme01100"
"2279","Cbs","path:dme01230"
"2280","Shmt","path:dme00260"
"2281","Shmt","path:dme00630"
"2282","Shmt","path:dme00670"
"2283","Shmt","path:dme01100"
"2284","Shmt","path:dme01200"
"2285","Shmt","path:dme01230"
"2286","Shmt","path:dme01240"
"2287","Alas","path:dme00260"
"2288","Alas","path:dme00860"
"2289","Alas","path:dme01100"
"2290","Alas","path:dme01240"
"2291","Alas","path:dme03013"
"2292","Alas","path:dme03015"
"2293","aay","path:dme00260"
"2294","aay","path:dme01100"
"2295","aay","path:dme01200"
"2296","aay","path:dme01230"
"2297","CG3999","path:dme00260"
"2298","CG3999","path:dme00630"
"2299","CG3999","path:dme00785"
"2300","CG3999","path:dme01100"
"2301","CG3999","path:dme01200"
"2302","Eip55E","path:dme00260"
"2303","Eip55E","path:dme00270"
"2304","Eip55E","path:dme00450"
"2305","Eip55E","path:dme01100"
"2306","Eip55E","path:dme01230"
"2307","CG5955","path:dme00260"
"2308","CG5955","path:dme01100"
"2309","Gnmt","path:dme00260"
"2310","Gnmt","path:dme00270"
"2311","Gnmt","path:dme01100"
"2312","CG6287","path:dme00260"
"2313","CG6287","path:dme00270"
"2314","CG6287","path:dme01100"
"2315","CG6287","path:dme01200"
"2316","CG6287","path:dme01230"
"2317","Sardh","path:dme00260"
"2318","Sardh","path:dme01100"
"2319","CG6415","path:dme00260"
"2320","CG6415","path:dme00630"
"2321","CG6415","path:dme00670"
"2322","CG6415","path:dme00785"
"2323","CG6415","path:dme01100"
"2324","CG6415","path:dme01200"
"2325","ppl","path:dme00260"
"2326","ppl","path:dme00630"
"2327","ppl","path:dme00785"
"2328","ppl","path:dme01100"
"2329","ppl","path:dme01200"
"2330","Srr","path:dme00260"
"2331","Srr","path:dme00290"
"2332","Srr","path:dme01100"
"2333","Srr","path:dme01200"
"2334","Srr","path:dme01230"
"2335","CG10621","path:dme00270"
"2336","CG10621","path:dme01100"
"2337","CG10623","path:dme00270"
"2338","CG10623","path:dme01100"
"2339","CG11134","path:dme00270"
"2340","CG11134","path:dme01100"
"2341","CG11334","path:dme00270"
"2342","CG11334","path:dme01100"
"2343","Ahcy","path:dme00270"
"2344","Ahcy","path:dme01100"
"2345","CG12173","path:dme00270"
"2346","CG12173","path:dme01100"
"2347","CG12279","path:dme00270"
"2348","CG12279","path:dme00920"
"2349","CG12279","path:dme01100"
"2350","CG12279","path:dme04122"
"2351","CG1673","path:dme00270"
"2352","CG1673","path:dme00280"
"2353","CG1673","path:dme00290"
"2354","CG1673","path:dme00770"
"2355","CG1673","path:dme01100"
"2356","CG1673","path:dme01210"
"2357","CG1673","path:dme01230"
"2358","CG1673","path:dme01240"
"2359","Gclc","path:dme00270"
"2360","Gclc","path:dme00480"
"2361","Gclc","path:dme01100"
"2362","Gclc","path:dme01240"
"2363","Sam-S","path:dme00270"
"2364","Sam-S","path:dme01100"
"2365","Sam-S","path:dme01230"
"2366","Sam-S","path:dme01240"
"2367","CG31115","path:dme00270"
"2368","CG31115","path:dme01100"
"2369","Adi1","path:dme00270"
"2370","Adi1","path:dme01100"
"2371","Sms","path:dme00270"
"2372","Sms","path:dme00330"
"2373","Sms","path:dme00480"
"2374","Sms","path:dme01100"
"2375","Mtap","path:dme00270"
"2376","Mtap","path:dme01100"
"2377","Gclm","path:dme00270"
"2378","Gclm","path:dme00480"
"2379","Gclm","path:dme01100"
"2380","Gclm","path:dme01240"
"2381","SamDC","path:dme00270"
"2382","SamDC","path:dme00330"
"2383","SamDC","path:dme01100"
"2384","CG5493","path:dme00270"
"2385","CG5493","path:dme00430"
"2386","CG5493","path:dme01100"
"2387","Gss1","path:dme00270"
"2388","Gss1","path:dme00480"
"2389","Gss1","path:dme01100"
"2390","Gss1","path:dme01240"
"2391","Kyat","path:dme00270"
"2392","Kyat","path:dme00380"
"2393","Kyat","path:dme00450"
"2394","Kyat","path:dme01100"
"2395","SpdS","path:dme00270"
"2396","SpdS","path:dme00330"
"2397","SpdS","path:dme00480"
"2398","SpdS","path:dme01100"
"2399","AhcyL2","path:dme00270"
"2400","AhcyL2","path:dme01100"
"2401","AhcyL1","path:dme00270"
"2402","AhcyL1","path:dme01100"
"2403","Hmgcl","path:dme00280"
"2404","Hmgcl","path:dme00650"
"2405","Hmgcl","path:dme01100"
"2406","Hmgcl","path:dme04146"
"2407","SCOT","path:dme00100"
"2408","SCOT","path:dme00280"
"2409","SCOT","path:dme00450"
"2410","SCOT","path:dme00650"
"2411","SCOT","path:dme01100"
"2412","SCOT","path:dme04142"
"2413","CG15093","path:dme00280"
"2414","CG15093","path:dme00410"
"2415","CG15093","path:dme00640"
"2416","CG15093","path:dme01100"
"2417","CG15093","path:dme01200"
"2418","CG17691","path:dme00280"
"2419","CG17691","path:dme00640"
"2420","CG17691","path:dme00785"
"2421","CG17691","path:dme01100"
"2422","CG17896","path:dme00280"
"2423","CG17896","path:dme00410"
"2424","CG17896","path:dme00562"
"2425","CG17896","path:dme00640"
"2426","CG17896","path:dme01100"
"2427","CG17896","path:dme01200"
"2428","Mccc1","path:dme00280"
"2429","Mccc1","path:dme01100"
"2430","Mccc2","path:dme00280"
"2431","Mccc2","path:dme01100"
"2432","Mccc2","path:dme04068"
"2433","Mccc2","path:dme04136"
"2434","Mccc2","path:dme04137"
"2435","Mccc2","path:dme04140"
"2436","Mccc2","path:dme04140"
"2437","Hmgs","path:dme00280"
"2438","Hmgs","path:dme00650"
"2439","Hmgs","path:dme00900"
"2440","Hmgs","path:dme01100"
"2441","Ndf","path:dme00280"
"2442","Ndf","path:dme01100"
"2443","CG5044","path:dme00280"
"2444","CG5044","path:dme00410"
"2445","CG5044","path:dme00640"
"2446","CG5044","path:dme01100"
"2447","CG5044","path:dme01200"
"2448","CG5599","path:dme00280"
"2449","CG5599","path:dme00640"
"2450","CG5599","path:dme00785"
"2451","CG5599","path:dme01100"
"2452","CG6638","path:dme00280"
"2453","CG6638","path:dme01100"
"2454","scu","path:dme00280"
"2455","scu","path:dme01100"
"2456","CG8199","path:dme00280"
"2457","CG8199","path:dme00640"
"2458","CG8199","path:dme00785"
"2459","CG8199","path:dme01100"
"2460","CG8778","path:dme00280"
"2461","CG8778","path:dme01100"
"2462","CG10814","path:dme00310"
"2463","CG10814","path:dme01100"
"2464","CG10947","path:dme00310"
"2465","CG10947","path:dme01100"
"2466","egg","path:dme00310"
"2467","egg","path:dme01100"
"2468","Hmt4-20","path:dme00310"
"2469","Hmt4-20","path:dme01100"
"2470","Smyd3","path:dme00310"
"2471","Smyd3","path:dme01100"
"2472","CG1544","path:dme00310"
"2473","CG1544","path:dme00380"
"2474","CG1544","path:dme00785"
"2475","CG1544","path:dme01100"
"2476","CG1544","path:dme03010"
"2477","Set2","path:dme00310"
"2478","Set2","path:dme01100"
"2479","G9a","path:dme00310"
"2480","G9a","path:dme01100"
"2481","CG31751","path:dme00310"
"2482","CG31751","path:dme01100"
"2483","ham","path:dme00310"
"2484","ham","path:dme01100"
"2485","CG31915","path:dme00310"
"2486","CG31915","path:dme00514"
"2487","CG31915","path:dme01100"
"2488","PR-Set7","path:dme00310"
"2489","PR-Set7","path:dme01100"
"2490","trr","path:dme00310"
"2491","trr","path:dme01100"
"2492","Set1","path:dme00310"
"2493","Set1","path:dme01100"
"2494","gpp","path:dme00310"
"2495","gpp","path:dme01100"
"2496","CG4335","path:dme00310"
"2497","CG4335","path:dme01100"
"2498","Su(var)3-9","path:dme00310"
"2499","Su(var)3-9","path:dme01100"
"2500","CG4565","path:dme00310"
"2501","CG4565","path:dme01100"
"2502","NSD","path:dme00310"
"2503","NSD","path:dme01100"
"2504","CG5321","path:dme00310"
"2505","CG5321","path:dme01100"
"2506","Plod","path:dme00310"
"2507","Plod","path:dme01100"
"2508","E(z)","path:dme00310"
"2509","E(z)","path:dme01100"
"2510","E(z)","path:dme03083"
"2511","LKRSDH","path:dme00310"
"2512","LKRSDH","path:dme01100"
"2513","trx","path:dme00310"
"2514","trx","path:dme01100"
