FBgn,Symbol,Fbab
FBgn0267476,mib2,FBab0045086
FBgn0267189,Nmnat,FBab0045086
FBgn0264984,form3,FBab0045086
FBgn0039034,CG34288,FBab0045086
FBgn0051718,lncRNA:CR44822,FBab0045086
FBgn0030688,mir-4964,FBab0045086
FBgn0032704,lncRNA:CR44504,FBab0045086
FBgn0031306,asRNA:CR45713,FBab0045086
FBgn0287844,p130CAS,FBab0045086
FBgn0031589,CG15024,FBab0045086
FBgn0037716,CG34305,FBab0045086
FBgn0265295,U2A,FBab0045086
FBgn0066304,Nsun6,FBab0045086
FBgn0267121,CG12728,FBab0045086
FBgn0051354,Sfp35C,FBab0045086
FBgn0051165,CG13041,FBab0045086
FBgn0052518,lncRNA:CR45522,FBab0045086
FBgn0051437,CG5541,FBab0045086
FBgn0065071,CG12825,FBab0045086
FBgn0287864,CG31802,FBab0045086
FBgn0031939,FucTB,FBab0045086
FBgn0065048,CG11180,FBab0045086
FBgn0033558,zld,FBab0045086
FBgn0051626,CG42272,FBab0045086
FBgn0283561,lncRNA:CR45508,FBab0045086
FBgn0015808,asRNA:CR45892,FBab0045086
FBgn0266822,CG14478,FBab0045086
FBgn0264343,Dci,FBab0045086
FBgn0267663,CG13506,FBab0045086
FBgn0052988,CG18853,FBab0045086
FBgn0035011,lncRNA:CR44166,FBab0031520
FBgn0033186,TwdlF,FBab0031520
FBgn0267572,CG9948,FBab0031520
FBgn0039026,CG6178,FBab0031520
FBgn0267632,Polr2H,FBab0031520
FBgn0038771,alph,FBab0031520
FBgn0053361,psidin,FBab0031520
FBgn0264437,tRNA:Met-CAT-1-2,FBab0031520
FBgn0043536,Mlh1,FBab0031520
FBgn0036376,Alg3,FBab0031520
FBgn0036040,mRNA-cap,FBab0031520
FBgn0032371,Sfp24Ba,FBab0031520
FBgn0002569,PIG-Wb,FBab0031520
FBgn0029747,CG11069,FBab0031520
FBgn0086669,CG11630,FBab0031520
FBgn0002535,glob3,FBab0031520
FBgn0016041,CG33641,FBab0031520
FBgn0034819,Vrp1,FBab0031520
FBgn0029939,CG5281,FBab0031520
FBgn0267435,Arpc5,FBab0031520
FBgn0003656,CG9522,FBab0031520
FBgn0259143,vih,FBab0031520
FBgn0263581,Spx,FBab0031520
FBgn0267107,CR31427,FBab0031520
FBgn0266433,CG9150,FBab0031520
FBgn0003255,bel,FBab0031520
FBgn0053841,CG7381,FBab0031520
FBgn0053906,CG12376,FBab0031520
FBgn0034860,sba,FBab0031520
FBgn0032728,PTPMT1,FBab0031520
FBgn0041164,CG6271,FBab0031520
FBgn0037383,Saft,FBab0031520
FBgn0267173,lncRNA:CR43825,FBab0031520
FBgn0265997,CG18266,FBab0031520
FBgn0285948,asRNA:CR46144,FBab0031520
FBgn0033844,Prosbeta4R2,FBab0031520
FBgn0026721,lov,FBab0031520
FBgn0036419,Tsp33B,FBab0031520
FBgn0264828,Ugt303B3,FBab0031520
FBgn0036956,CG10694,FBab0031520
FBgn0017456,CG34457,FBab0031520
FBgn0262477,Mtap,FBab0031520
FBgn0259188,CG9945,FBab0031520
FBgn0037720,CG13325,FBab0031520
FBgn0259170,lncRNA:CR46349,FBab0031520
FBgn0032358,CG43272,FBab0031520
FBgn0085385,Mes2,FBab0031520
FBgn0263660,His1:CG33840,FBab0031520
FBgn0029958,tRNA:Arg-CCT-1-1,FBab0031520
FBgn0038000,CG4374,FBab0031520
FBgn0262686,CG13738,FBab0031520
FBgn0035409,sncRNA:430f,FBab0031520
FBgn0033166,asl,FBab0031520
FBgn0267787,CG43085,FBab0031520
FBgn0265523,Taf5,FBab0031520
FBgn0283500,lncRNA:CR44395,FBab0031520
FBgn0015621,CSN4,FBab0031520
FBgn0004101,Drs,FBab0031520
FBgn0051826,Aplip1,FBab0031520
FBgn0038151,CG11298,FBab0031520
FBgn0264676,CAP,FBab0031520
FBgn0266275,tRNA:iMet-CAT-1-1,FBab0031520
FBgn0034697,promL,FBab0031520
FBgn0036159,salto,FBab0031520
FBgn0003267,lncRNA:CR45670,FBab0031520
FBgn0265758,svr,FBab0031520
FBgn0265579,snoRNA:CD56a,FBab0031520
FBgn0023097,CG46309,FBab0031520
FBgn0029849,lncRNA:CR44804,FBab0031520
FBgn0035620,lncRNA:CR44967,FBab0031520
FBgn0265549,Rpi,FBab0031520
FBgn0053876,lncRNA:CR44742,FBab0031520
FBgn0267601,asRNA:CR43787,FBab0031520
FBgn0026147,TP53INP,FBab0031520
FBgn0265375,CG8136,FBab0031520
FBgn0028494,lncRNA:CR43802,FBab0031520
FBgn0039272,CG13293,FBab0031520
FBgn0033313,CR43727,FBab0031520
FBgn0031771,CG46315,FBab0031520
FBgn0052190,lncRNA:CR45418,FBab0031520
FBgn0039832,lncRNA:CR45363,FBab0031520
FBgn0035057,Polr1A,FBab0031520
FBgn0041781,Pkg21D,FBab0031520
FBgn0265428,CG9338,FBab0031520
FBgn0029681,lncRNA:CR42836,FBab0031520
FBgn0015622,Smurf,FBab0031520
FBgn0004892,lncRNA:CR45321,FBab0031520
FBgn0035359,CG7646,FBab0031520
FBgn0053735,lncRNA:CR45148,FBab0031520
FBgn0037722,mah,FBab0031520
FBgn0035708,bigmax,FBab0031520
FBgn0004875,CG17562,FBab0031520
FBgn0053727,Hpf1,FBab0031520
FBgn0265581,Srp54,FBab0031520
FBgn0013983,asRNA:CR46128,FBab0031520
FBgn0267566,CG6015,FBab0031520
FBgn0051092,CG18301,FBab0031520
FBgn0024248,Hem,FBab0031520
FBgn0032626,CG31142,FBab0031520
FBgn0038973,tRNA:Ser-GCT-1-1,FBab0031520
FBgn0266098,lncRNA:CR45589,FBab0031520
FBgn0053306,CG6204,FBab0031520
FBgn0027339,Cpr72Ec,FBab0031520
FBgn0002774,CG15894,FBab0031520
FBgn0267664,gdrd,FBab0031520
FBgn0261602,CG12093,FBab0031520
FBgn0034725,papi,FBab0031520
FBgn0026619,moody,FBab0031520
FBgn0005649,tomboy20,FBab0031520
FBgn0032946,Tsp42Ej,FBab0001490
FBgn0265061,ND-ACP,FBab0001490
FBgn0039764,CG9813,FBab0001490
FBgn0264503,Dhc1,FBab0001490
FBgn0266955,CG15909,FBab0001490
FBgn0039130,mei-S332,FBab0001490
FBgn0030577,Hsc70-2,FBab0001490
FBgn0264428,shep,FBab0001490
FBgn0032294,CG17450,FBab0001490
FBgn0267105,CG8160,FBab0001490
FBgn0266568,CG43919,FBab0001490
FBgn0265637,mAcon2,FBab0001490
FBgn0261805,CG6106,FBab0001490
FBgn0052485,CG31673,FBab0001490
FBgn0030915,lncRNA:CR45269,FBab0001490
FBgn0267145,puml,FBab0001490
FBgn0004003,CCHa2,FBab0001490
FBgn0039830,Serinc,FBab0001490
FBgn0004132,CG33257,FBab0001490
FBgn0053423,CR18217,FBab0001490
FBgn0267740,CG41284,FBab0001490
FBgn0037727,CG17782,FBab0001490
FBgn0035023,Dh31-R,FBab0001490
FBgn0262789,CG3987,FBab0001490
FBgn0037794,CG10527,FBab0001490
FBgn0029709,tRNA:Ser-GCT-2-5,FBab0001490
FBgn0053664,CG7272,FBab0001490
FBgn0030946,Or98a,FBab0001490
FBgn0266994,Rab10,FBab0001490
FBgn0266536,Rpn1,FBab0001490
FBgn0037853,CG1246,FBab0001490
FBgn0038274,CG18420,FBab0001490
FBgn0263247,CG43246,FBab0001490
FBgn0264511,CG1486,FBab0001490
FBgn0032368,yellow-e2,FBab0001490
FBgn0040227,corn,FBab0001490
FBgn0283503,CG15203,FBab0001490
FBgn0036448,lncRNA:CR44916,FBab0001490
FBgn0278604,lncRNA:CR44733,FBab0001490
FBgn0264439,lncRNA:CR45399,FBab0001490
FBgn0266979,CG14989,FBab0001490
FBgn0050044,CG18744,FBab0001490
FBgn0263401,CG44000,FBab0001490
FBgn0262370,CG14237,FBab0001490
FBgn0036156,BORCS6,FBab0001490
FBgn0020236,dac,FBab0001490
FBgn0260746,CG12914,FBab0001490
FBgn0039752,Cpr47Ea,FBab0001490
FBgn0250816,lmgA,FBab0001490
FBgn0032366,Xpac,FBab0001490
FBgn0266088,brv2,FBab0001490
FBgn0085242,CG43084,FBab0001490
FBgn0034951,CG12645,FBab0001490
FBgn0035196,CG43672,FBab0001490
FBgn0035390,lncRNA:CR43278,FBab0001490
FBgn0037831,rdo,FBab0001490
FBgn0030528,Rab9Fa,FBab0001490
FBgn0032162,Actn3,FBab0001490
FBgn0028855,His4:CG33893,FBab0001490
FBgn0003479,lncRNA:CR44828,FBab0001490
FBgn0264573,Acbp8,FBab0001490
FBgn0035360,tRNA:Lys-CTT-1-12,FBab0001490
FBgn0036495,Doc2,FBab0001490
FBgn0025549,tRNA:Phe-GAA-1-8,FBab0001490
FBgn0083936,asRNA:CR43767,FBab0001490
FBgn0036781,CG31870,FBab0001490
FBgn0262395,CG33669,FBab0001490
FBgn0036299,CG7492,FBab0001490
FBgn0036686,TfIIEalpha,FBab0001490
FBgn0011888,CG34292,FBab0001490
FBgn0051915,BaraA1,FBab0001490
FBgn0086063,CG7829,FBab0001490
FBgn0261928,asRNA:CR46093,FBab0001919
FBgn0063388,Decay,FBab0001919
FBgn0035273,CG10154,FBab0001919
FBgn0085230,asRNA:CR44165,FBab0001919
FBgn0266768,Inx7,FBab0001919
FBgn0050074,Cul1,FBab0001919
FBgn0053830,Jon25Bii,FBab0001919
FBgn0001942,snoRNA:CD7,FBab0001919
FBgn0264340,aust,FBab0001919
FBgn0260390,CG18661,FBab0001919
FBgn0036810,Rsph9,FBab0001919
FBgn0053302,mal,FBab0001919
FBgn0029801,mir-4914,FBab0001919
FBgn0261566,Gld,FBab0001919
FBgn0037252,mir-2a-1,FBab0001919
FBgn0286877,CG3634,FBab0001919
FBgn0266254,CG11291,FBab0001919
FBgn0046885,lncRNA:CR46227,FBab0001919
FBgn0036225,snoRNA:Psi18S-525k,FBab0001919
FBgn0004656,mldr,FBab0001919
FBgn0026751,CG14609,FBab0001919
FBgn0032402,Pgm2b,FBab0001919
FBgn0050156,CG44088,FBab0001919
FBgn0283430,CG31960,FBab0001919
FBgn0031267,ebo,FBab0001919
FBgn0037422,sqh,FBab0001919
FBgn0034245,asRNA:CR44703,FBab0001919
FBgn0053099,p38a,FBab0001919
FBgn0016660,tRNA:Asp-GTC-1-5,FBab0001919
FBgn0035610,al,FBab0001919
FBgn0035143,asRNA:CR43466,FBab0001919
FBgn0261801,CYLD,FBab0001919
FBgn0264866,Alkbh8,FBab0001919
FBgn0034517,Pfdn1,FBab0001919
FBgn0266927,CG12239,FBab0001919
FBgn0085332,Skadu,FBab0001919
FBgn0263519,sif,FBab0001919
FBgn0086446,neb,FBab0001919
FBgn0061196,lncRNA:CR44888,FBab0001919
FBgn0250832,Rab39,FBab0001919
FBgn0030657,Mau2,FBab0001919
FBgn0267452,CG33643,FBab0001919
FBgn0030798,Glos,FBab0001919
FBgn0086251,mir-4966-2,FBab0001919
FBgn0266650,sncRNA:128,FBab0001919
FBgn0031043,CG13258,FBab0001919
FBgn0003087,lncRNA:CR45667,FBab0001919
FBgn0015040,CG6225,FBab0001919
FBgn0054051,Hsc20,FBab0001919
FBgn0264089,lncRNA:CR43883,FBab0001919
FBgn0035520,Tasp1,FBab0001919
FBgn0035090,His2B:CG33870,FBab0001919
FBgn0039640,lncRNA:CR44671,FBab0001919
FBgn0037435,frac,FBab0001919
FBgn0040967,CG32271,FBab0001919
FBgn0013811,KP78b,FBab0001919
FBgn0039676,lap,FBab0001919
FBgn0034661,tRNA:Arg-TCG-1-1,FBab0001919
FBgn0039671,lncRNA:CR46148,FBab0001919
FBgn0034548,tRNA:Thr-AGT-2-1,FBab0001919
FBgn0003459,CG31029,FBab0001919
FBgn0035421,CG10359,FBab0001919
FBgn0040827,Rpn2,FBab0001919
FBgn0050157,lncRNA:CR43422,FBab0001919
FBgn0033408,Best2,FBab0001919
FBgn0010434,CG8617,FBab0001919
FBgn0033222,lncRNA:CR44612,FBab0001919
FBgn0042177,lncRNA:CR46450,FBab0001919
FBgn0265912,lncRNA:CR44392,FBab0001919
FBgn0035169,CG43322,FBab0001919
FBgn0052496,CG34248,FBab0001919
FBgn0267322,lncRNA:CR42844,FBab0001919
FBgn0040333,Golgin97,FBab0001919
FBgn0031020,CG7872,FBab0001919
FBgn0053908,Nep5,FBab0001919
FBgn0086061,Usp30,FBab0001919
FBgn0051861,Zwilch,FBab0001919
FBgn0263530,CG9386,FBab0001919
FBgn0262622,dbr,FBab0001919
FBgn0034435,ocm,FBab0001919
FBgn0010313,ms(2)34Fe,FBab0001919
FBgn0016983,mRpS30,FBab0001919
FBgn0260645,lncRNA:CR44548,FBab0001919
FBgn0039714,snoRNA:CD37,FBab0001919
FBgn0266413,CG13056,FBab0001919
FBgn0033777,CG12374,FBab0001919
FBgn0032834,lncRNA:CR45346,FBab0001919
FBgn0036995,lncRNA:CR44661,FBab0001919
FBgn0036728,tRNA:Tyr-GTA-2-1,FBab0001919
FBgn0264272,Vha44,FBab0001919
FBgn0043577,CG3420,FBab0001919
FBgn0265650,lncRNA:CR45482,FBab0001919
FBgn0259174,Jon65Aiii,FBab0001919
FBgn0026592,5SrRNA:CR33378,FBab0001919
FBgn0029603,Rrp40,FBab0001919
FBgn0085476,CG31323,FBab0001919
FBgn0259745,PNUTS,FBab0001919
FBgn0038011,mir-9c,FBab0001919
FBgn0032079,tono,FBab0001919
FBgn0041585,Nurf-38,FBab0001919
FBgn0035257,CG44253,FBab0001919
FBgn0025790,lncRNA:CR44272,FBab0001919
FBgn0267234,alpha-Est7,FBab0001919
FBgn0037999,CG8349,FBab0001919
FBgn0001291,nAChRalpha6,FBab0001919
FBgn0035157,CG15035,FBab0001919
FBgn0037365,lncRNA:CR44948,FBab0001919
FBgn0034739,CG14054,FBab0001919
FBgn0266788,CG43638,FBab0001919
FBgn0263467,sisRNA:CR46360,FBab0001919
FBgn0262433,CG32318,FBab0001919
FBgn0085454,CG5377,FBab0001919
FBgn0263029,hiro,FBab0001919
FBgn0031054,CG4596,FBab0001919
FBgn0265905,Syn,FBab0001919
FBgn0034808,lncRNA:CR43639,FBab0001919
FBgn0035160,CG42542,FBab0001919
FBgn0085353,Bre1,FBab0001919
FBgn0086711,LysS,FBab0001919
FBgn0000658,CG15631,FBab0001919
FBgn0014073,Qsox2,FBab0001919
FBgn0031107,CR46407,FBab0001919
FBgn0032685,Polr3I,FBab0001792
FBgn0038463,snoRNA:CD38b,FBab0001792
FBgn0266905,CG1271,FBab0001792
FBgn0002069,peng,FBab0001792
FBgn0085473,lncRNA:CR44537,FBab0001792
FBgn0004654,FBXO11,FBab0001792
FBgn0267796,lncRNA:CR45983,FBab0001792
FBgn0265708,Rgk3,FBab0001792
FBgn0262993,CG30095,FBab0001792
FBgn0053303,CG15818,FBab0001792
FBgn0264330,CG11756,FBab0001792
FBgn0267754,CG31820,FBab0001792
FBgn0083120,lncRNA:CR45426,FBab0001792
FBgn0034428,Cpr11A,FBab0001792
FBgn0029860,aft,FBab0001792
FBgn0034978,CG5704,FBab0001792
FBgn0037163,CG9497,FBab0001792
FBgn0261832,Acox57D-d,FBab0001792
FBgn0033322,CG13228,FBab0001792
FBgn0030540,eIF4H1,FBab0001792
FBgn0037100,CR43215,FBab0001792
FBgn0038436,Gld2,FBab0001792
FBgn0002543,Porin2,FBab0001792
FBgn0036607,CG14915,FBab0001792
FBgn0029524,Crtp,FBab0001792
FBgn0032966,Eaat1,FBab0001792
FBgn0260721,Fatp1,FBab0001792
FBgn0036751,CG31875,FBab0001792
FBgn0261452,mars,FBab0001792
FBgn0259962,CG5381,FBab0001792
FBgn0029701,scb,FBab0001792
FBgn0000046,CG10934,FBab0001792
FBgn0036778,Cyp301a1,FBab0001792
FBgn0037743,CG7183,FBab0001792
FBgn0262010,CG15536,FBab0001792
FBgn0036786,cyr,FBab0001792
FBgn0032512,LanB2,FBab0001792
FBgn0033275,CG2921,FBab0001792
FBgn0029800,CG17075,FBab0001792
FBgn0051495,ste24c,FBab0001792
FBgn0029911,CG9281,FBab0001792
FBgn0051955,lncRNA:CR45032,FBab0001792
FBgn0037862,TBC1D23,FBab0001792
FBgn0265908,EMC7,FBab0001792
FBgn0032195,vsg,FBab0001792
FBgn0267764,crc,FBab0001792
FBgn0266811,CG33489,FBab0001792
FBgn0264598,lncRNA:CR45531,FBab0001792
FBgn0000422,CG31381,FBab0001792
FBgn0039324,CG33459,FBab0001792
FBgn0034247,CG11044,FBab0001792
FBgn0034099,CG10793,FBab0001792
FBgn0035267,CG15530,FBab0001792
FBgn0022770,CG2113,FBab0001792
FBgn0052817,Qsox1,FBab0001792
FBgn0263395,Tcs1,FBab0001792
FBgn0262456,CG14562,FBab0001792
FBgn0039711,CG8960,FBab0001792
FBgn0260467,CG8841,FBab0001792
FBgn0264374,CG4975,FBab0001792
FBgn0036428,lncRNA:CR43939,FBab0001792
FBgn0034786,CG11300,FBab0001792
FBgn0265950,snoRNA:Psi18S-1377d,FBab0001792
FBgn0031321,Art6,FBab0001792
FBgn0035621,tRNA:Ser-CGA-1-3,FBab0001792
FBgn0043532,lncRNA:CR44481,FBab0001792
FBgn0011481,Rh7,FBab0001792
FBgn0085210,tld,FBab0001792
FBgn0035121,cN-IIIB,FBab0001792
FBgn0039817,Dtwd2,FBab0001792
FBgn0002945,CR41519,FBab0001792
FBgn0028562,CG14647,FBab0001792
FBgn0266146,CanB2,FBab0001792
FBgn0033199,mir-252,FBab0001792
FBgn0028935,CG6479,FBab0001792
FBgn0284221,enc,FBab0001792
FBgn0035371,CG7742,FBab0001792
FBgn0033241,CG1631,FBab0001792
FBgn0031676,SmydA-1,FBab0001792
FBgn0053819,lncRNA:CR45652,FBab0029708
FBgn0267679,Nil,FBab0029708
FBgn0266169,His3:CG33863,FBab0029708
FBgn0051914,CG9673,FBab0029708
FBgn0035555,Cf2,FBab0029708
FBgn0020493,lncRNA:CR45408,FBab0029708
FBgn0031472,CG4199,FBab0029708
FBgn0042180,SLIRP1,FBab0029708
FBgn0001296,yellow-c,FBab0029708
FBgn0044817,lncRNA:CR44749,FBab0029708
FBgn0053824,Sr-CIV,FBab0029708
FBgn0061356,CG31600,FBab0029708
FBgn0035548,lncRNA:CR44594,FBab0029708
FBgn0267962,CG11123,FBab0029708
FBgn0041097,tok,FBab0029708
FBgn0051741,tnc,FBab0029708
FBgn0262361,CG46313,FBab0029708
FBgn0259204,Gal,FBab0029708
FBgn0265730,CG6661,FBab0029708
FBgn0033307,CG8677,FBab0029708
FBgn0050052,fz3,FBab0029708
FBgn0011999,CG2061,FBab0029708
FBgn0035486,VhaPPA1-1,FBab0029708
FBgn0040601,Mnt,FBab0029708
FBgn0015791,CG7011,FBab0029708
FBgn0085245,lncRNA:CR43606,FBab0029708
FBgn0037263,Galm1,FBab0029708
FBgn0263564,CR31958,FBab0029708
FBgn0262364,lncRNA:CR44820,FBab0029708
FBgn0265143,gry,FBab0029708
FBgn0259482,hwt,FBab0029708
FBgn0032083,CG4709,FBab0029708
FBgn0243486,AdipoR,FBab0029708
FBgn0250836,lncRNA:CR43848,FBab0029708
FBgn0039678,trh,FBab0029708
FBgn0050089,Nepl4,FBab0029708
FBgn0261270,CG9876,FBab0029708
FBgn0266585,tkv,FBab0029708
FBgn0027338,Papst2,FBab0029708
FBgn0015025,lncRNA:CR44755,FBab0029708
FBgn0038108,ClC-b,FBab0029708
FBgn0030764,Ak2,FBab0029708
FBgn0052405,eve,FBab0029708
FBgn0053517,CG7565,FBab0029708
FBgn0036257,asRNA:CR46091,FBab0029708
FBgn0038753,tRNA:Asp-GTC-1-7,FBab0029708
FBgn0037012,CG43101,FBab0029708
FBgn0038460,CG1513,FBab0029708
FBgn0266743,CG14546,FBab0029708
FBgn0053888,Fatp2,FBab0029708
FBgn0040784,Taf10,FBab0029708
FBgn0033302,fs(1)Ya,FBab0029708
FBgn0031410,lncRNA:CR44398,FBab0029708
FBgn0250835,CtsB,FBab0029708
FBgn0263323,lbk,FBab0029708
FBgn0267222,sala,FBab0029708
FBgn0032533,lncRNA:CR44810,FBab0029708
FBgn0261456,Sfp78E,FBab0029708
FBgn0032523,asRNA:CR44179,FBab0029708
FBgn0052362,synr,FBab0029708
FBgn0267474,Stoml2,FBab0029708
FBgn0030556,Svil,FBab0029708
FBgn0045473,NHP2,FBab0029708
FBgn0037755,CG4210,FBab0029708
FBgn0051128,CG5050,FBab0029708
FBgn0035839,CG10348,FBab0029708
FBgn0261933,CG11436,FBab0029708
FBgn0261817,Ugt36A1,FBab0029708
FBgn0260953,Srg1,FBab0029708
FBgn0033095,Or2a,FBab0029708
FBgn0036305,CG43342,FBab0029708
FBgn0030653,mRpL43,FBab0029708
FBgn0053120,lncRNA:CR45898,FBab0029708
FBgn0052537,CG1835,FBab0029708
FBgn0024998,lncRNA:CR45616,FBab0029708
FBgn0086690,fj,FBab0029708
FBgn0033653,CG12971,FBab0029708
FBgn0035743,Nplp1,FBab0029708
FBgn0052107,CG3609,FBab0029708
FBgn0265177,lncRNA:CR45352,FBab0029708
FBgn0037395,CG17177,FBab0029708
FBgn0259951,CG18581,FBab0029708
FBgn0262898,CG31867,FBab0029708
FBgn0036314,tRNA:Asp-GTC-1-9,FBab0029708
FBgn0037989,Gnpnat,FBab0029708
FBgn0032004,CG11438,FBab0029708
FBgn0032243,5SrRNA:CR33361,FBab0029708
FBgn0031701,lncRNA:CR44354,FBab0029708
FBgn0261976,to,FBab0029708
FBgn0265802,CG9471,FBab0029708
FBgn0036152,metro,FBab0029708
FBgn0030396,CG42578,FBab0029708
FBgn0034452,IA-2,FBab0029708
FBgn0031010,lncRNA:CR44764,FBab0029708
FBgn0011669,Aldh-III,FBab0029708
FBgn0020764,Aduk,FBab0029708
FBgn0033990,Ugt317A1,FBab0029708
FBgn0046704,CG10680,FBab0029708
FBgn0266763,lncRNA:CR44701,FBab0029708
FBgn0010786,CG33490,FBab0029708
FBgn0051427,lncRNA:CR43643,FBab0029708
FBgn0262401,CG31415,FBab0029708
FBgn0037517,teq,FBab0029708
FBgn0019637,Kdm4B,FBab0029708
FBgn0260962,MstProx,FBab0029708
FBgn0053145,lncRNA:CR44216,FBab0029708
FBgn0037227,Rich,FBab0029708
FBgn0263871,His4:CG33903,FBab0029708
FBgn0025807,Lnpk,FBab0037853
FBgn0031461,His1:CG33813,FBab0037853
FBgn0267262,tRNA:Leu-CAA-1-1,FBab0037853
FBgn0021872,SMC3,FBab0037853
FBgn0262139,Mgat4b,FBab0037853
FBgn0263109,lncRNA:CR44667,FBab0037853
FBgn0036595,asRNA:CR45182,FBab0037853
FBgn0087041,CG31872,FBab0037853
FBgn0035942,bou,FBab0037853
FBgn0000024,lncRNA:CR43387,FBab0037853
FBgn0037439,CCT2,FBab0037853
FBgn0031703,CG8141,FBab0037853
FBgn0032822,lncRNA:CR45251,FBab0037853
FBgn0028867,CG42363,FBab0037853
FBgn0265469,CG30039,FBab0037853
FBgn0266276,mthl10,FBab0037853
FBgn0037714,ppk5,FBab0037853
FBgn0030595,ReepB,FBab0037853
FBgn0033717,Cyp6a14,FBab0037853
FBgn0031602,jing,FBab0037853
FBgn0036980,mwh,FBab0037853
FBgn0265158,His4:CG33895,FBab0037853
FBgn0037802,CG3191,FBab0037853
FBgn0259242,Cndp2,FBab0037853
FBgn0034198,CG34222,FBab0037876
FBgn0004577,CG6980,FBab0037876
FBgn0023525,lncRNA:CR45728,FBab0037876
FBgn0050409,bdl,FBab0037876
FBgn0032713,CG43346,FBab0037876
FBgn0053909,Zip89B,FBab0037876
FBgn0267535,lncRNA:CR42794,FBab0037876
FBgn0034120,l(3)mbn,FBab0037876
FBgn0031698,Culd,FBab0037876
FBgn0050287,CG33144,FBab0037876
FBgn0264951,CG6688,FBab0037876
FBgn0026077,CG12010,FBab0037876
FBgn0262406,asRNA:CR43898,FBab0037876
FBgn0063377,CG7766,FBab0037876
FBgn0266196,CG3216,FBab0037876
FBgn0030905,GstO1,FBab0037876
FBgn0263314,Rsph4a,FBab0037876
FBgn0005626,asRNA:CR43614,FBab0037876
FBgn0050109,Sfp24Bd,FBab0037876
FBgn0030343,CG34446,FBab0045714
FBgn0000279,Taz,FBab0045714
FBgn0032339,Pabp2,FBab0045714
FBgn0034519,CG10565,FBab0045714
FBgn0264429,Sgf29,FBab0045714
FBgn0262610,Eps-15,FBab0045714
FBgn0030587,Adsl,FBab0045714
FBgn0052660,5SrRNA:CR33447,FBab0045714
FBgn0013732,CG11583,FBab0045714
FBgn0029131,CG34039,FBab0045714
FBgn0036311,RabX5,FBab0045714
FBgn0040262,gzl,FBab0045714
FBgn0083961,ytr,FBab0045714
FBgn0262459,CG1265,FBab0045714
FBgn0039690,eIF2A,FBab0045714
FBgn0028491,asRNA:CR43728,FBab0045714
FBgn0002715,lncRNA:CR43856,FBab0045714
FBgn0045483,lncRNA:CR45255,FBab0045714
FBgn0011259,Hat1,FBab0045714
FBgn0011225,tRNA:Glu-CTC-2-3,FBab0045714
FBgn0030570,tal-AA,FBab0045714
FBgn0288469,lncRNA:CR43314,FBab0045714
FBgn0040798,tRNA:iMet-CAT-1-5,FBab0045714
FBgn0034975,tRNA:Asp-GTC-1-8,FBab0045714
FBgn0262026,eRF3,FBab0045714
FBgn0261258,Cpsf160,FBab0045714
FBgn0037031,lncRNA:CR44823,FBab0045714
FBgn0002629,CG10737,FBab0045714
FBgn0035981,Tsp42Eq,FBab0045714
FBgn0034614,nAChRbeta1,FBab0045714
FBgn0036527,CG14456,FBab0045714
FBgn0035949,CG31627,FBab0045714
FBgn0041710,Lapsyn,FBab0045714
FBgn0260741,CG31792,FBab0045714
FBgn0025620,CG3847,FBab0045714
FBgn0039081,senju,FBab0045714
FBgn0035674,lncRNA:CR44651,FBab0045714
FBgn0040321,CG3918,FBab0045714
FBgn0004795,lncRNA:CR32661,FBab0045714
FBgn0051279,5SrRNA:CR33434,FBab0045714
FBgn0266730,CG10183,FBab0045714
FBgn0023541,Obp56f,FBab0045714
FBgn0050249,lectin-46Ca,FBab0044911
FBgn0034175,gd,FBab0044911
FBgn0034182,CG31835,FBab0044911
FBgn0033195,CG6665,FBab0044911
FBgn0039749,lncRNA:CR45977,FBab0044911
FBgn0027537,lncRNA:CR45647,FBab0044911
FBgn0034985,Diap2,FBab0044911
FBgn0052103,Ir94d,FBab0044911
FBgn0026197,lncRNA:CR45048,FBab0044911
FBgn0035983,CG1077,FBab0044911
FBgn0265587,CG32795,FBab0044911
FBgn0037807,Charon,FBab0044911
FBgn0285941,CG31126,FBab0044911
FBgn0287596,CG9521,FBab0044911
FBgn0036838,CG13933,FBab0044911
FBgn0033155,CG15892,FBab0044911
FBgn0265827,mi,FBab0044911
FBgn0031361,snoRNA:lola-b,FBab0044911
FBgn0010548,Nha2,FBab0044911
FBgn0266956,CheA29a,FBab0044911
FBgn0013987,CG4911,FBab0044911
FBgn0031888,5SrRNA:CR33427,FBab0044911
FBgn0037996,CG30062,FBab0044911
FBgn0051716,Hsdl2,FBab0044911
FBgn0038427,Eig71Ec,FBab0044911
FBgn0036950,lncRNA:CR46008,FBab0044911
FBgn0015905,snky,FBab0044911
FBgn0033827,Fum3,FBab0044911
FBgn0264389,CG14339,FBab0044911
FBgn0051730,CheA75a,FBab0044911
FBgn0037376,CG9518,FBab0044911
FBgn0022764,mir-9388,FBab0044911
FBgn0029121,CG31871,FBab0044911
FBgn0036353,lncRNA:CR45285,FBab0044911
FBgn0032282,asRNA:CR43948,FBab0044911
FBgn0265747,CR43734,FBab0044911
FBgn0028685,CG6051,FBab0044911
FBgn0032125,CG3294,FBab0044911
FBgn0260401,CR33487,FBab0044911
FBgn0265795,Ufm1,FBab0044911
FBgn0051614,tRNA:Cys-GCA-1-1,FBab0044911
FBgn0027562,mir-2490,FBab0044911
FBgn0036999,SclA,FBab0044911
