"","FBgn","Symbol","CG","ensembl","Moderate","Strong","Repress","Lethal","Enhancer","No.Effect"
"FBgn0037525","FBgn0037525","CG17816","CG17816","40928",0,0,0,0,0,1
"FBgn0032040","FBgn0032040","CG13386","CG13386","34165",0,0,0,0,0,1
"FBgn0027950","FBgn0027950","MBD-like","CG8208","41151",0,0,0,0,0,1
"FBgn0037873","FBgn0037873","SdhC","CG6666","41340",0,0,0,0,1,1
"FBgn0033485","FBgn0033485","RpLP0-like","CG1381","36058",0,1,1,0,0,1
"FBgn0034095","FBgn0034095","CG15701","CG15701","36801",0,1,1,0,0,1
"FBgn0085485","FBgn0085485","CG34456","CG34456","5740168",0,1,1,0,1,1
"FBgn0037824","FBgn0037824","CG14684","CG14684","41281",0,0,0,0,1,1
"FBgn0030245","FBgn0030245","CG1637","CG1637","32019",0,0,0,0,0,1
"FBgn0033654","FBgn0033654","Sobp","CG8991","36260",0,0,0,0,0,1
"FBgn0005694","FBgn0005694","Aef1","CG5683","40370",0,0,0,0,1,1
"FBgn0039747","FBgn0039747","AdoR","CG9753","43583",0,0,0,0,0,1
"FBgn0035923","FBgn0035923","CG6511","CG6511","38997",0,0,0,0,0,1
"FBgn0028738","FBgn0028738","ETH","CG18105","44125",0,0,0,0,0,1
"FBgn0051279","FBgn0051279","CG31279","CG31279","318657",0,0,0,0,1,1
"FBgn0000448","FBgn0000448","Hr3","CG33183","36073",0,1,1,0,0,1
"FBgn0262189","FBgn0262189","mir-2500","CR42896","12797920",1,0,1,0,0,1
"FBgn0051267","FBgn0051267","CG31267","CG31267","318651",0,0,0,0,0,1
"FBgn0270928","FBgn0270928","VAChT","CG32848","42795",0,0,0,0,0,1
"FBgn0052671","FBgn0052671","Rab9Fa","CG32671","326230",0,0,0,0,0,1
"FBgn0284246","FBgn0284246","l(2)k09848","CG7845","35536",0,0,0,0,0,1
"FBgn0263027","FBgn0263027","CG43322","CG43322","33984",0,0,0,0,0,1
"FBgn0033524","FBgn0033524","Cyp49a1","CG18377","36105",0,0,0,0,0,1
"FBgn0052476","FBgn0052476","mthl14","CG32476","318046",0,1,1,0,0,1
"FBgn0085253","FBgn0085253","CG34224","CG34224","5740585",0,0,0,0,0,1
"FBgn0053402","FBgn0053402","5SrRNA:CR33402","CR33402","3772184",0,0,0,0,0,1
"FBgn0267141","FBgn0267141","lncRNA:CR45581","CR45581","19835351",0,0,0,0,1,1
"FBgn0001083","FBgn0001083","fw","CG1500","32162",0,0,0,0,0,1
"FBgn0003248","FBgn0003248","Rh2","CG16740","42261",0,0,0,0,0,1
"FBgn0028554","FBgn0028554","x16","CG10203","33967",0,0,0,0,0,1
"FBgn0028520","FBgn0028520","CG4891","CG4891","34948",1,0,1,0,0,1
"FBgn0262401","FBgn0262401","mir-285","CR42941","12798217",0,1,1,0,0,1
"FBgn0053051","FBgn0053051","CG33051","CG33051","39941",0,0,0,0,0,1
"FBgn0051870","FBgn0051870","CG31870","CG31870","318993",0,1,1,0,0,1
"FBgn0051668","FBgn0051668","CG31668","CG31668","33395",1,0,1,0,0,1
"FBgn0016122","FBgn0016122","Acer","CG10593","34189",0,0,0,0,0,1
"FBgn0034289","FBgn0034289","CG10910","CG10910","37052",0,0,0,0,0,1
"FBgn0000108","FBgn0000108","Appl","CG7727","31002",0,0,0,0,0,1
"FBgn0036773","FBgn0036773","CG13698","CG13698","40000",0,0,0,0,1,1
"FBgn0031908","FBgn0031908","CG5177","CG5177","34017",0,0,0,0,0,1
"FBgn0032269","FBgn0032269","w-cup","CG7363","34455",0,1,1,0,0,1
"FBgn0063261","FBgn0063261","CG31275","CG31275","326131",1,0,1,0,0,1
"FBgn0032156","FBgn0032156","CG13124","CG13124","34310",1,0,1,0,0,1
"FBgn0030306","FBgn0030306","Spase25","CG1751","32095",0,0,0,0,0,1
"FBgn0019830","FBgn0019830","colt","CG3057","33470",0,1,1,0,0,1
"FBgn0025821","FBgn0025821","I-t","CG14719","41414",0,0,0,0,0,1
"FBgn0036532","FBgn0036532","CG13445","CG13445","39719",0,0,0,0,0,1
"FBgn0050010","FBgn0050010","CG30010","CG30010","246389",0,0,0,0,0,1
"FBgn0034458","FBgn0034458","Ir56d","CG15904","37252",0,0,0,0,0,1
"FBgn0262610","FBgn0262610","CG43136","CG43136","12798119",0,0,0,0,1,1
"FBgn0005411","FBgn0005411","U2af50","CG9998","32602",1,0,1,0,0,1
"FBgn0267055","FBgn0267055","CR45499","CR45499","19835552",1,0,1,0,0,1
"FBgn0038472","FBgn0038472","CG3995","CG3995","42057",0,0,0,0,0,1
"FBgn0033042","FBgn0033042","Tsp42A","CG14468","35515",0,0,0,0,0,1
"FBgn0283561","FBgn0283561","mir-9374","CR46295","30522426",0,0,0,0,0,1
"FBgn0030345","FBgn0030345","CG1847","CG1847","32144",0,0,0,0,0,1
"FBgn0265144","FBgn0265144","lncRNA:CR44213","CR44213","14462608",0,0,0,0,0,1
"FBgn0267282","FBgn0267282","lncRNA:CR45718","CR45718","19835146",0,1,1,0,0,1
"FBgn0039261","FBgn0039261","Ythdf","CG6422","42995",0,1,1,0,0,1
"FBgn0260467","FBgn0260467","CG7071","CG7071","42617",0,0,0,0,0,1
"FBgn0065084","FBgn0065084","snmRNA:763","CR33711","3771870",0,0,0,0,0,1
"FBgn0045035","FBgn0045035","tefu","CG6535","41839",0,0,0,0,0,1
"FBgn0004649","FBgn0004649","yl","CG1372","32367",0,0,0,0,0,1
"FBgn0086665","FBgn0086665","snoRNA:Psi18S-1377a","CR33750","3772055",0,0,0,0,0,1
"FBgn0037996","FBgn0037996","CG4830","CG4830","41477",0,0,0,0,0,1
"FBgn0031778","FBgn0031778","lncRNA:CR9162","CR9162","12798573",0,0,0,0,0,1
"FBgn0262098","FBgn0262098","CG42851","CG42851","10178927",0,0,0,0,0,1
"FBgn0264377","FBgn0264377","CG43829","CG43829","14462591",0,0,0,0,0,1
"FBgn0264449","FBgn0264449","CG43867","CG43867","31031",0,1,1,0,0,1
"FBgn0035518","FBgn0035518","CG15011","CG15011","38518",0,0,0,0,0,1
"FBgn0262964","FBgn0262964","CR43275","CR43275","12798479",0,0,0,0,0,1
"FBgn0052259","FBgn0052259","CG32259","CG32259","317942",0,0,0,0,0,1
"FBgn0035077","FBgn0035077","CG9083","CG9083","37982",0,0,0,0,0,1
"FBgn0035921","FBgn0035921","CG13305","CG13305","38992",0,0,0,0,0,1
"FBgn0086659","FBgn0086659","snoRNA:Psi18S-176","CR33913","3772657",0,0,0,0,0,1
"FBgn0035699","FBgn0035699","CG13300","CG13300","38730",0,0,0,0,0,1
"FBgn0040344","FBgn0040344","Lztr1","CG3711","31037",0,1,1,0,0,1
"FBgn0027932","FBgn0027932","Akap200","CG13388","34170",0,0,0,0,0,1
"FBgn0033810","FBgn0033810","CG4646","CG4646","36459",0,0,0,0,0,1
"FBgn0266666","FBgn0266666","Sem1","CG13779","50428",1,0,1,0,0,1
"FBgn0034720","FBgn0034720","Liprin-gamma","CG11206","37552",0,0,0,0,1,1
"FBgn0033679","FBgn0033679","CG8888","CG8888","36293",0,0,0,0,0,1
"FBgn0265974","FBgn0265974","ttv","CG10117","36614",1,0,1,0,0,1
"FBgn0036805","FBgn0036805","Chmp1","CG4108","40036",0,0,0,0,0,1
"FBgn0011862","FBgn0011862","tRNA:Gly-GCC-1-4","CR31977","3772279",1,0,1,0,0,1
"FBgn0035022","FBgn0035022","CG11413","CG11413","37920",0,0,0,0,0,1
"FBgn0036211","FBgn0036211","CG5946","CG5946","39336",1,1,1,0,0,1
"FBgn0041232","FBgn0041232","CG32395","CG32395","117342",0,0,0,0,0,1
"FBgn0085318","FBgn0085318","CG34289","CG34289","5740640",1,0,1,0,0,1
"FBgn0035858","FBgn0035858","CG13674","CG13674","38921",0,0,0,0,0,1
"FBgn0015770","FBgn0015770","MstProx","CG1149","40890",0,0,0,0,0,1
"FBgn0030089","FBgn0030089","AP-1gamma","CG9113","31842",0,0,0,0,0,1
"FBgn0037623","FBgn0037623","CG9801","CG9801","41044",0,0,0,0,0,1
"FBgn0003312","FBgn0003312","sad","CG14728","44858",0,0,0,0,0,1
"FBgn0017551","FBgn0017551","Rca1","CG10800","33959",0,0,0,0,0,1
"FBgn0028530","FBgn0028530","mTTF","CG18124","34837",0,0,0,0,0,1
"FBgn0033062","FBgn0033062","Ars2","CG7843","35539",0,0,0,0,0,1
"FBgn0035491","FBgn0035491","Dpy-30L2","CG11591","38480",0,0,0,0,0,1
"FBgn0267738","FBgn0267738","asRNA:CR46069","CR46069","26067386",1,1,1,0,0,1
"FBgn0050414","FBgn0050414","CG30414","CG30414","37705",0,0,0,0,0,1
"FBgn0020642","FBgn0020642","Lcp65Ac","CG6956","38708",0,0,0,0,0,1
"FBgn0003513","FBgn0003513","ss","CG6993","41988",0,0,0,0,1,1
"FBgn0284243","FBgn0284243","betaTub56D","CG9277","37238",0,0,0,0,0,1
"FBgn0035649","FBgn0035649","CG10483","CG10483","38666",0,0,0,0,0,1
"FBgn0035025","FBgn0035025","uri","CG11416","37924",0,0,0,0,0,1
"FBgn0266748","FBgn0266748","lncRNA:CR45221","CR45221","19834905",0,0,0,0,0,1
"FBgn0037741","FBgn0037741","CG16908","CG16908","41189",0,1,1,0,0,1
"FBgn0024249","FBgn0024249","cato","CG7760","36813",0,1,1,0,0,1
"FBgn0001491","FBgn0001491","l(1)10Bb","CG1639","32069",0,0,0,0,0,1
"FBgn0263569","FBgn0263569","mir-4968","CR43554","12798200",1,0,1,0,0,1
"FBgn0262606","FBgn0262606","lncRNA:CR43132","CR43132","26067097",0,1,1,0,0,1
"FBgn0262852","FBgn0262852","CR43216","CR43216","12797963",0,0,0,0,0,1
"FBgn0266721","FBgn0266721","gammaSnap2","CG6208","41239",0,0,0,0,0,1
"FBgn0053395","FBgn0053395","5SrRNA:CR33395","CR33395","3772685",0,0,0,0,0,1
"FBgn0037860","FBgn0037860","CG6629","CG6629","41324",0,0,0,0,1,1
"FBgn0030481","FBgn0030481","CG1662","CG1662","32296",0,0,0,0,0,1
"FBgn0028407","FBgn0028407","Drep3","CG8364","36292",0,0,0,0,0,1
"FBgn0036015","FBgn0036015","CG3088","CG3088","39115",0,0,0,0,0,1
"FBgn0032516","FBgn0032516","Ing5","CG9293","34752",0,0,0,0,0,1
"FBgn0031457","FBgn0031457","Snx21","CG3077","33466",0,1,1,0,0,1
"FBgn0265264","FBgn0265264","CG17097","CG17097","34461",0,1,1,0,0,1
"FBgn0002577","FBgn0002577","m","CG9369","44835",0,0,0,0,0,1
"FBgn0264505","FBgn0264505","lncRNA:CR43904","CR43904","14462547",0,0,0,0,0,1
"FBgn0039648","FBgn0039648","CG14515","CG14515","43454",0,0,0,0,0,1
"FBgn0038944","FBgn0038944","CG5388","CG5388","42612",0,0,0,0,0,1
"FBgn0050187","FBgn0050187","CG30187","CG30187","246509",0,0,0,0,0,1
"FBgn0037517","FBgn0037517","CG10086","CG10086","40920",0,0,0,0,0,1
"FBgn0259975","FBgn0259975","Sfp87B","CG42485","8674076",0,0,0,0,0,1
"FBgn0035443","FBgn0035443","CG12010","CG12010","38421",0,0,0,0,0,1
"FBgn0263983","FBgn0263983","CG43732","CG43732","14462486",0,0,0,0,0,1
"FBgn0031805","FBgn0031805","Nepl4","CG9505","33889",0,0,0,0,0,1
"FBgn0023181","FBgn0023181","Orc4","CG2917","37970",0,0,0,0,0,1
"FBgn0052483","FBgn0052483","CG32483","CG32483","318050",0,1,1,0,0,1
"FBgn0263515","FBgn0263515","mir-4983","CR43500","12798349",0,0,0,0,0,1
"FBgn0053409","FBgn0053409","5SrRNA:CR33409","CR33409","3772059",0,0,0,0,0,1
"FBgn0044817","FBgn0044817","Ste12DOR","CG32616","117463",0,0,0,0,0,1
"FBgn0259184","FBgn0259184","CG42288","CG42288","36559",0,0,0,0,0,1
"FBgn0267196","FBgn0267196","lncRNA:CR45636","CR45636","19835877",0,0,0,0,0,1
"FBgn0030629","FBgn0030629","CG9123","CG9123","32462",0,0,0,0,0,1
"FBgn0266095","FBgn0266095","lncRNA:CR44832","CR44832","19835061",0,0,0,0,0,1
"FBgn0041627","FBgn0041627","Ku80","CG18801","34930",0,0,0,0,0,1
"FBgn0030510","FBgn0030510","CG12177","CG12177","32326",0,0,0,0,0,1
"FBgn0275432","FBgn0275432","asRNA:CR46264","CR46264","26067574",0,1,1,0,0,1
"FBgn0069354","FBgn0069354","Porin2","CG17137","34499",0,1,1,0,0,1
"FBgn0267130","FBgn0267130","lncRNA:CR45570","CR45570","19834974",0,1,1,0,0,1
"FBgn0262572","FBgn0262572","CG43112","CG43112","12798405",0,0,0,0,0,1
"FBgn0043534","FBgn0043534","Obp57b","CG30142","246669",0,0,0,0,1,1
"FBgn0051352","FBgn0051352","Unc-115a","CG31352","261629",0,1,1,0,0,1
"FBgn0037181","FBgn0037181","CG11370","CG11370","40486",0,0,0,0,0,1
"FBgn0284419","FBgn0284419","lncRNA:TS26","CR46333","36786384",0,1,1,0,0,1
"FBgn0263855","FBgn0263855","BubR1","CG7838","35522",0,0,0,0,0,1
"FBgn0267787","FBgn0267787","lncRNA:CR46118","CR46118","26067435",0,0,0,0,0,1
"FBgn0031247","FBgn0031247","CG11562","CG11562","33200",0,0,0,0,0,1
"FBgn0033883","FBgn0033883","CG16935","CG16935","36540",0,0,0,0,0,1
"FBgn0266956","FBgn0266956","lncRNA:CR45407","CR45407","19835219",0,0,0,0,0,1
"FBgn0262544","FBgn0262544","CG43098","CG43098","12798585",0,0,0,0,0,1
"FBgn0024361","FBgn0024361","Tsp2A","CG11415","31080",0,0,0,0,0,1
"FBgn0263256","FBgn0263256","CG43394","CG43394","318843",0,0,0,0,0,1
"FBgn0032136","FBgn0032136","Apoltp","CG15828","34283",0,0,0,0,0,1
"FBgn0035600","FBgn0035600","Cyt-c1","CG4769","38612",0,0,0,0,0,1
"FBgn0034318","FBgn0034318","CG14500","CG14500","37087",0,0,0,0,0,1
"FBgn0264841","FBgn0264841","asRNA:CR44049","CR44049","14462524",0,0,0,0,0,1
"FBgn0038042","FBgn0038042","Scgbeta","CG5657","41525",0,0,0,0,0,1
"FBgn0263048","FBgn0263048","Gpdh3","CG43343","42624",0,0,0,0,0,1
"FBgn0265873","FBgn0265873","lncRNA:CR44662","CR44662","19836084",0,1,1,0,0,1
"FBgn0025627","FBgn0025627","CG4194","CG4194","31173",0,0,0,0,0,1
"FBgn0031053","FBgn0031053","CG14223","CG14223","32972",0,0,0,0,0,1
"FBgn0033650","FBgn0033650","CG13193","CG13193","36256",0,0,0,0,0,1
"FBgn0041605","FBgn0041605","cpx","CG32490","64877",0,0,0,0,0,1
"FBgn0031858","FBgn0031858","CG17378","CG17378","33951",0,0,0,0,0,1
"FBgn0039053","FBgn0039053","CG6738","CG6738","42732",0,0,0,0,0,1
"FBgn0086030","FBgn0086030","snoRNA:Me18S-G393","CR34659","5740104",0,0,0,0,0,1
"FBgn0000667","FBgn0000667","Actn","CG4376","31166",0,0,0,0,0,1
"FBgn0011281","FBgn0011281","Obp83a","CG11421","40737",0,0,0,0,1,1
"FBgn0262857","FBgn0262857","CG43221","CG43221","12797992",0,0,0,0,0,1
"FBgn0039086","FBgn0039086","Ugt303B1","CG16732","42775",1,0,1,0,0,1
"FBgn0039301","FBgn0039301","Nup37","CG11875","43040",0,1,1,0,0,1
"FBgn0032911","FBgn0032911","tadr","CG9264","35370",0,0,0,0,0,1
"FBgn0028981","FBgn0028981","tRNA:Ser-CGA-1-4","CR30224","3772085",0,0,0,0,0,1
"FBgn0264717","FBgn0264717","lncRNA:CR43985","CR43985","14462881",0,0,0,0,0,1
"FBgn0003448","FBgn0003448","sna","CG3956","34908",0,0,0,0,0,1
"FBgn0034327","FBgn0034327","CG14505","CG14505","37098",0,0,0,0,0,1
"FBgn0051007","FBgn0051007","CG31007","CG31007","318553",0,0,0,0,0,1
"FBgn0086057","FBgn0086057","snoRNA:Me28S-G2017","CR34686","5740504",0,0,0,0,1,1
"FBgn0053355","FBgn0053355","5SrRNA:CR33355","CR33355","3771980",0,0,0,0,0,1
"FBgn0051769","FBgn0051769","CG31769","CG31769","318934",0,0,0,0,0,1
"FBgn0283426","FBgn0283426","lncRNA:acal","CR46278","26067584",0,0,0,0,0,1
"FBgn0052286","FBgn0052286","tRNA:Cys-GCA-1-4","CR32286","3772185",0,0,0,0,0,1
"FBgn0030574","FBgn0030574","sbm","CG9413","32397",0,0,0,0,0,1
"FBgn0267041","FBgn0267041","asRNA:CR45485","CR45485","19836163",1,0,1,0,0,1
"FBgn0263219","FBgn0263219","Dscam4","CG42330","2769008",0,0,0,0,1,1
"FBgn0033827","FBgn0033827","CG17047","CG17047","36478",0,0,0,0,0,1
"FBgn0037388","FBgn0037388","CG14676","CG14676","40729",0,0,0,0,1,1
"FBgn0037880","FBgn0037880","CG17726","CG17726","41349",0,0,0,0,1,1
"FBgn0036363","FBgn0036363","CG10140","CG10140","39511",0,0,0,0,0,1
"FBgn0058160","FBgn0058160","CG40160","CG40160","3354965",0,0,0,0,1,1
"FBgn0259209","FBgn0259209","Mlp60A","CG42309","37853",0,0,0,0,0,1
"FBgn0266442","FBgn0266442","CG45072","CG45072","19835597",0,0,0,0,0,1
"FBgn0263782","FBgn0263782","Hmgcr","CG10367","42803",0,0,0,0,0,1
"FBgn0035039","FBgn0035039","Adck1","CG3608","37938",0,0,0,0,0,1
"FBgn0286737","FBgn0286737","snoRNA:Or-CD16","CR46379","39877421",0,0,0,0,0,1
"FBgn0259183","FBgn0259183","CG42287","CG42287","7354427",0,0,0,0,0,1
"FBgn0085327","FBgn0085327","CG34298","CG34298","5740436",0,0,0,0,0,1
"FBgn0030735","FBgn0030735","CG3632","CG3632","32589",1,0,1,0,0,1
"FBgn0024846","FBgn0024846","p38b","CG7393","34780",0,0,0,0,0,1
"FBgn0029121","FBgn0029121","Sras","CG4852","44002",0,0,0,0,0,1
"FBgn0259971","FBgn0259971","CG42481","CG42481","8674058",0,0,0,0,0,1
"FBgn0037127","FBgn0037127","CG14566","CG14566","40421",0,1,1,0,1,1
"FBgn0037521","FBgn0037521","CG2993","CG2993","40924",0,0,0,0,0,1
"FBgn0031132","FBgn0031132","CG15450","CG15450","33064",0,0,0,0,0,1
"FBgn0265874","FBgn0265874","lncRNA:CR44663","CR44663","19836103",0,0,0,0,0,1
"FBgn0003423","FBgn0003423","slgA","CG1417","33117",1,0,1,0,0,1
"FBgn0083047","FBgn0083047","snoRNA:Psi18S-1377e","CR34625","5740770",0,0,0,0,0,1
"FBgn0082939","FBgn0082939","snoRNA:Me28S-C3227b","CR34534","5740739",0,0,0,0,0,1
"FBgn0038014","FBgn0038014","CG10041","CG10041","41496",0,0,0,0,0,1
"FBgn0265549","FBgn0265549","lncRNA:CR44399","CR44399","19835949",0,0,0,0,0,1
"FBgn0267531","FBgn0267531","asRNA:CR45871","CR45871","26067199",0,1,1,0,0,1
"FBgn0034867","FBgn0034867","CG13557","CG13557","37717",0,0,0,0,0,1
"FBgn0040735","FBgn0040735","BomT2","CG16836","50208",0,0,0,0,0,1
"FBgn0263050","FBgn0263050","CG43345","CG43345","35387",0,0,0,0,0,1
"FBgn0031701","FBgn0031701","TotM","CG14027","33764",0,0,0,0,0,1
"FBgn0034733","FBgn0034733","CG4752","CG4752","37569",0,0,0,0,1,1
"FBgn0031456","FBgn0031456","Tnpo-SR","CG2848","33465",0,1,1,0,0,1
"FBgn0037065","FBgn0037065","CG12974","CG12974","40350",0,0,0,0,0,1
"FBgn0001147","FBgn0001147","gsb-n","CG2692","38004",0,0,0,1,0,1
"FBgn0031436","FBgn0031436","ND-B17.2","CG3214","33443",1,1,1,0,0,1
"FBgn0032290","FBgn0032290","CG6443","CG6443","34477",0,1,1,0,0,1
"FBgn0267470","FBgn0267470","lncRNA:CR45820","CR45820","26067148",0,0,0,0,0,1
"FBgn0262904","FBgn0262904","asRNA:CR43259","CR43259","12798268",0,0,0,0,0,1
"FBgn0265586","FBgn0265586","lncRNA:CR44413","CR44413","19836020",0,0,0,0,0,1
"FBgn0051121","FBgn0051121","CG31121","CG31121","42975",0,0,0,0,0,1
"FBgn0034210","FBgn0034210","Camp","CG6568","36948",0,1,1,0,0,1
"FBgn0040816","FBgn0040816","CG12521","CG12521","50289",0,1,1,0,0,1
"FBgn0034291","FBgn0034291","CG5770","CG5770","37054",0,0,0,0,0,1
"FBgn0283521","FBgn0283521","lola","CG12052","44548",0,0,0,0,0,1
"FBgn0035091","FBgn0035091","CG3829","CG3829","38000",0,0,0,0,0,1
"FBgn0034796","FBgn0034796","CG3700","CG3700","37640",0,0,0,0,0,1
"FBgn0026255","FBgn0026255","clumsy","CG8681","35394",0,0,0,0,0,1
"FBgn0038978","FBgn0038978","tHMG1","CG7045","42650",0,0,0,0,0,1
"FBgn0050384","FBgn0050384","CG30384","CG30384","246584",0,0,0,0,0,1
"FBgn0037888","FBgn0037888","scpr-B","CG17210","41357",0,0,0,0,1,1
"FBgn0259918","FBgn0259918","inaF-B","CG42447","8674114",0,0,0,0,0,1
"FBgn0029657","FBgn0029657","CG12535","CG12535","31311",0,0,0,0,1,1
"FBgn0264083","FBgn0264083","lncRNA:CR43752","CR43752","14462725",0,0,0,0,0,1
"FBgn0028688","FBgn0028688","Rpn7","CG5378","42641",0,0,0,0,0,1
"FBgn0052819","FBgn0052819","CG32819","CG32819","318227",1,0,1,0,0,1
"FBgn0033272","FBgn0033272","RagC-D","CG8707","35793",0,0,0,0,0,1
"FBgn0039088","FBgn0039088","CG10164","CG10164","42777",1,0,1,0,0,1
"FBgn0262112","FBgn0262112","sro","CG12068","43512",0,0,0,0,0,1
"FBgn0014454","FBgn0014454","Acp1","CG7216","34052",0,1,1,0,0,1
"FBgn0266966","FBgn0266966","lncRNA:CR45417","CR45417","19834763",0,0,0,0,0,1
"FBgn0030610","FBgn0030610","CG9065","CG9065","32439",0,1,1,0,0,1
"FBgn0030396","FBgn0030396","CG2556","CG2556","32201",0,0,0,0,0,1
"FBgn0263464","FBgn0263464","snoRNA:hts-a","CR43579","12798346",0,0,0,0,0,1
"FBgn0005624","FBgn0005624","Psc","CG3886","36431",1,0,1,0,0,1
"FBgn0033541","FBgn0033541","CG12934","CG12934","36124",0,0,0,0,0,1
"FBgn0052262","FBgn0052262","CG32262","CG32262","38445",0,0,0,0,1,1
"FBgn0015271","FBgn0015271","Orc5","CG7833","34794",0,1,1,0,1,1
"FBgn0053370","FBgn0053370","5SrRNA:CR33370","CR33370","3771862",0,0,0,0,0,1
"FBgn0039488","FBgn0039488","CG6066","CG6066","43267",0,0,0,0,0,1
"FBgn0039463","FBgn0039463","Spag1","CG18472","43239",0,0,0,0,0,1
"FBgn0001248","FBgn0001248","Idh","CG7176","44291",0,0,0,0,1,1
"FBgn0032625","FBgn0032625","CG15136","CG15136","35033",0,0,0,0,0,1
"FBgn0050424","FBgn0050424","CG30424","CG30424","246606",0,0,0,0,0,1
"FBgn0037613","FBgn0037613","Cks85A","CG9790","41034",0,0,0,0,0,1
"FBgn0032632","FBgn0032632","CG6380","CG6380","35040",0,0,0,0,0,1
"FBgn0286781","FBgn0286781","cass","CG6582","35053",0,0,0,0,0,1
"FBgn0025457","FBgn0025457","Bub3","CG7581","43490",0,0,0,0,0,1
"FBgn0035694","FBgn0035694","CG13299","CG13299","38724",0,0,0,0,0,1
"FBgn0030768","FBgn0030768","CG9723","CG9723","32639",0,0,0,0,0,1
"FBgn0266250","FBgn0266250","lncRNA:CR44945","CR44945","19835926",1,0,1,0,0,1
"FBgn0016794","FBgn0016794","dos","CG1044","38321",0,0,0,0,0,1
"FBgn0036389","FBgn0036389","ssp2","CG9028","39540",0,1,1,0,0,1
"FBgn0025882","FBgn0025882","snoRNA:MeU6-A47","CR32519","3772532",1,0,1,0,0,1
"FBgn0034477","FBgn0034477","CG13872","CG13872","37273",0,0,0,0,0,1
"FBgn0020236","FBgn0020236","ATPCL","CG8322","36760",1,0,1,0,0,1
"FBgn0261983","FBgn0261983","l(2)gd1","CG4713","34543",0,1,1,0,0,1
"FBgn0054049","FBgn0054049","CG34049","CG34049","3885620",1,0,1,0,0,1
"FBgn0039002","FBgn0039002","CG17625","CG17625","42678",0,0,0,0,0,1
"FBgn0037071","FBgn0037071","CG7632","CG7632","40357",0,0,0,0,1,1
"FBgn0031458","FBgn0031458","aph-1","CG2855","33467",0,1,1,0,0,1
"FBgn0037406","FBgn0037406","Osi1","CG15585","40752",0,0,0,0,1,1
"FBgn0030406","FBgn0030406","CG1463","CG1463","32211",0,0,0,0,0,1
"FBgn0034162","FBgn0034162","CG6426","CG6426","36891",0,0,0,0,0,1
"FBgn0054002","FBgn0054002","CG34002","CG34002","3885644",0,0,0,0,1,1
"FBgn0041233","FBgn0041233","Gr59e","CG33151","37725",0,0,0,0,0,1
"FBgn0037296","FBgn0037296","Prosbeta2R2","CG12161","40621",0,0,0,0,0,1
"FBgn0044046","FBgn0044046","Ilp7","CG13317","31328",0,0,0,0,1,1
"FBgn0051115","FBgn0051115","CG31115","CG31115","318597",0,1,1,0,0,1
"FBgn0004619","FBgn0004619","GluRIA","CG8442","38742",0,0,0,0,0,1
"FBgn0016797","FBgn0016797","fz2","CG9739","40090",0,0,0,0,0,1
"FBgn0267234","FBgn0267234","lncRNA:CR45674","CR45674","19835993",0,0,0,0,1,1
"FBgn0040730","FBgn0040730","CG15127","CG15127","50203",0,0,0,0,0,1
"FBgn0261801","FBgn0261801","CG42747","CG42747","38732",0,0,0,0,0,1
"FBgn0266852","FBgn0266852","lncRNA:CR45313","CR45313","19835700",0,0,0,0,0,1
"FBgn0032013","FBgn0032013","Scgalpha","CG7851","34135",0,0,0,0,0,1
"FBgn0032047","FBgn0032047","CG13088","CG13088","34180",0,0,0,0,0,1
"FBgn0013770","FBgn0013770","Cp1","CG6692","36546",0,0,0,0,0,1
"FBgn0263988","FBgn0263988","Dic61B","CG7051","38020",0,1,1,0,0,1
"FBgn0028540","FBgn0028540","CG9008","CG9008","34779",0,0,0,0,0,1
"FBgn0036010","FBgn0036010","Ir67a","CG12525","39110",0,0,0,0,0,1
"FBgn0037933","FBgn0037933","Ho","CG14716","41407",0,0,0,0,0,1
"FBgn0262721","FBgn0262721","CG43165","CG43165","12798550",1,0,1,0,0,1
"FBgn0264696","FBgn0264696","CG43965","CG43965","14462843",0,0,0,0,0,1
"FBgn0259986","FBgn0259986","nab","CG33545","3346237",0,0,0,0,0,1
"FBgn0250907","FBgn0250907","Cht10","CG18140","3355116",0,0,0,0,0,1
"FBgn0053080","FBgn0053080","CG33080","CG33080","31491",0,0,0,0,0,1
"FBgn0039698","FBgn0039698","CG7789","CG7789","43516",0,0,0,0,0,1
"FBgn0264788","FBgn0264788","asRNA:CR44018","CR44018","14462448",0,0,0,0,1,1
"FBgn0037130","FBgn0037130","Syn1","CG7152","40424",0,1,1,0,1,1
"FBgn0052382","FBgn0052382","sphinx2","CG32382","38833",0,0,0,0,0,1
"FBgn0050178","FBgn0050178","CG30178","CG30178","246501",0,0,0,0,0,1
"FBgn0036780","FBgn0036780","CG7330","CG7330","40007",0,0,0,0,0,1
"FBgn0038431","FBgn0038431","CG10405","CG10405","41996",0,1,1,0,1,1
"FBgn0052241","FBgn0052241","CG32241","CG32241","317934",0,0,0,0,0,1
"FBgn0028664","FBgn0028664","VhaM9.7-c","CG11589","38503",0,0,0,0,0,1
"FBgn0087005","FBgn0087005","rtp","CG10233","40627",0,0,0,0,0,1
"FBgn0261373","FBgn0261373","CG33228","CG33228","2768732",0,0,0,0,0,1
"FBgn0263587","FBgn0263587","lncRNA:CR43612","CR43612","12798224",0,0,0,0,0,1
"FBgn0260777","FBgn0260777","CG42571","CG42571","8674113",0,0,0,0,0,1
