"","KEGG","GRxWT.C","GRxWT.Df","GRxWT.OE","GR.CxDf","WT.CxDf","GR.CxOE","WT.CxOE"
"NADP+","C00006",0.169991405602689,0.610077629583458,0.916528740835518,1.17004554136284,0.32602029078042,1.23960838898378,0.229913982018873
"NADPH","C00005",0.620315428844469,0.802611532600095,NA,0.96971178774836,0.749462422405004,NA,0.31475149418146
"N-carbamoyl-L-aspartate","C00438",1.79492751927682,0.415517170928883,4.26625526762536,0.442768566523897,1.91264655308436,0.523854564426633,0.220399604525189
"nebularine","C01736",1.94181336920672,NA,1.54208030411883,NA,NA,0.765487750612657,0.963915007625374
"N-formyl-L-methionine","C03145",1.50933400619381,1.11428644509176,0.679115461771047,0.844820418718214,1.14433428919015,0.550128271750879,1.22265999680944
"nicotinamide","C00153",0.479792559826359,0.611306875345251,0.525251750412417,0.827801829305706,0.649711584688482,1.02271405088176,0.934200775261895
"nicotinamide riboside+","C03150",0.251138609019846,0.18708728089478,0.271590030204205,1.29086045215862,1.73280031033308,0.99865956557485,0.923457956075402
"nicotinic acid","C00253",1.02002849131044,0.904476624807187,0.991607741273629,1.02748652816827,1.1587535867969,0.96572989426625,0.993408952008143
"N-methyl-alanine","C02721",NA,NA,NA,NA,NA,NA,NA
"N-methylaspartic acid","C12269",0.71669262377509,0.000407132930079417,0.518507367687153,0.000858481580176609,1.51121997436892,0.727538000247038,1.00561949701694
"N-methyltryptamine","C06213",NA,NA,NA,NA,NA,NA,NA
"NMN","C00455",0.313115877552195,0.496412298180298,0.487109698802641,1.39237337769541,0.878250223927904,0.987225097420454,0.634591866021536
"norepinephrine / pyridoxine","C00547 / C00314",0.874954648363027,1.12308188816303,0.643501388834407,0.692822273055486,0.539754112935479,0.81360928796013,1.10624660770582
"octopamine","C04227",NA,NA,NA,NA,NA,NA,NA
"ornithine","C01602",1.34117922960207,2.16949253815887,2.34815737511224,0.816516599225255,0.504770163641852,0.933155034043756,0.532983079806684
"orotic acid","C00295",3.01452548862621,3.63920245013963,3.24439686077836,0.897398366825677,0.743357998713081,0.83229435481458,0.773324797887497
"orotidylic acid","C01103",NA,NA,NA,NA,NA,NA,NA
"O-succinyl-homoserine","C01118",0.562485509220104,0.782650530095259,1.89957887284533,1.21514889066745,0.873319082096752,1.36869650390067,0.405285593017348
"oxalacetic acid","C00036",NA,NA,NA,NA,NA,NA,NA
"pantothenic acid","C00864",0.818325808281152,0.880579431626545,1.01580923929401,1.17470559445403,1.09165836782986,1.19036908358825,0.958949480669478
"phenethylamine","C05332",0.983443489041222,1.20804657248197,0.540099156100875,0.600208820301423,0.488616473765423,0.79558881563338,1.44865369969682
"phenylalanine","C02057",0.864251847817928,0.85241545442597,0.789169760981005,1.03230594881742,1.04664024936021,0.940906992160411,1.03042545065157
"phenylephrine / synephrine","C07441 / C04548",NA,NA,NA,NA,NA,NA,NA
"phenylethanolamine","C02735",NA,NA,NA,NA,NA,NA,NA
"phosphocreatine","C02305",1.62426366899876,0.43262103152628,0.585158039549761,0.886710590646144,3.32913032966006,0.841984117040626,2.33715358714949
"phosphoenolpyruvate","C00074",0.366344845816123,0.832552905393776,1.77088290588989,1.6459720328917,0.724270333693883,1.467230829672,0.30352794658817
"phosphorylcholine+","C00588",1.66901407357514,1.65014335107506,2.34402422723375,1.21911545221183,1.23305702242709,0.969186861513169,0.690089502060548
"picolinic acid","C10164",NA,NA,NA,NA,NA,NA,NA
"proline","C16435",0.857071183061749,0.861657102372822,0.889949397473886,1.03733346985174,1.03181256417092,1.00342798151733,0.966357424003488
"propionic acid","C00163",NA,NA,NA,NA,NA,NA,NA
"PRPP","C00119",NA,NA,NA,NA,NA,NA,NA
"pseudouridine","C02067",1.0814048865013,0.695463214870183,0.861040759456634,0.819279594965476,1.27393216271237,0.931032068133571,1.16930890542791
"purine","C15587",NA,NA,NA,NA,NA,NA,NA
"putrescine","C00134",2.21136552578465,1.20588978590509,0.79559605321322,0.498097071849548,0.9134124080466,0.5187403157083,1.4418428125165
"pyridoxal","C00250",0.472737809048267,0.700529010836341,0.550703872203967,1.43444944062382,0.968009140608509,1.29041071715472,1.10772043922398
"pyroglutamic acid","C01879-C02237",1.01899775223064,1.27608268402107,1.07909357967195,1.14153252589235,0.911554629294899,0.98395746030322,0.929159860856889
"pyrroline hydroxycarboxylic acid","C04281",1.36734427873783,1.55462879234729,1.04429658200945,1.29170645515051,1.13609592203167,0.884952943068064,1.15870851681612
"pyruvic acid","C00022",0.965831943585684,1.61965642963376,1.47299391913882,1.54272583356203,0.919956765513531,1.09395367152608,0.717297870028172
"quinolinic acid","C03722",NA,NA,NA,NA,NA,NA,NA
"S-adenosyl-L-homocysteine","C00021",0.918561051986738,1.47299495468381,0.993104163368657,1.10201820323556,0.687219597632554,0.966254891889871,0.893727106098349
"S-adenosyl-L-methionine+","C00019",0.358562902349742,0.873817305832294,1.42257551141553,1.24601200605216,0.51128957766194,0.978781381425402,0.246703735635493
"S-adenosylmethioninamine+","C01137",NA,NA,NA,NA,NA,NA,NA
"SAICAR","C04823",NA,0.778712287592784,0.478162001992036,NA,NA,NA,NA
"sarcosine","C00213",0.644156911478127,0.333754583635483,0.818207095874869,1.93510807072885,3.73481983270228,1.58691626364519,1.24934516495617
"serine","C00716",0.859309170533372,1.03424690451846,0.930282309915046,1.24958329308119,1.03822247704952,0.972640095709904,0.898435394249626
"serotonin","C00780",0.771002976226076,0.475961176537859,1.26484527327889,0.583737974039286,0.945589131017434,1.23705742793662,0.754064531726644
"sorbitol / galactitol / L-iditol / manitol","C00794 / C01697 / C01507 / C00392",1.59397784869853,0.521670750434628,0.829171821217541,0.686381010510942,2.09725411212001,0.474560113246318,0.912281735864775
"spermidine","C00315",1.0476189272982,0.814420902904314,0.592061401608093,1.09568571294192,1.40941997823826,0.830204938698588,1.46900035191416
"spermine","C00750",1.16813390598143,1.01150978690214,0.828414471598734,1.02719354714577,1.18624616979845,0.97401403743534,1.37344150909667
"succinic acid","C00042",1.05642644151479,0.910406977975543,0.796579236999952,1.09292859639053,1.26822255963159,0.860881166309338,1.14170390696654
"succinic semialdehyde","C00232",NA,NA,NA,NA,NA,NA,NA
"succinyl-CoA","C00091",NA,NA,NA,NA,NA,NA,NA
"taurine","C00245",1.07131517696542,1.05948955443443,1.14855923359804,1.24811649256035,1.26204749778257,1.11952765726079,1.04423606129466
"thiamine diphosphate+","C00068",0.696758792169205,0.984200353060477,0.770289500859053,1.05318885955953,0.745598795439234,1.05518355493866,0.954457276693943
"thiamine phosphate+","C01081",1.19355495869848,1.27305223327022,1.45624905557038,1.07507404053327,1.00793975181232,1.10911562038465,0.909041240862157
"thiamine+","C00378",0.923406957853873,0.523566542405821,0.648130154577042,0.828697528876027,1.46156219342087,1.1415161455078,1.62634610320255
"thymidine","C00214",0.708590961884681,2.44647362160205,1.5519667018937,0.772022061330412,0.22360668441464,1.26901532101043,0.579402113372641
"thymine","C00178",1.7767412767694,0.9201200927983,1.3542499208216,0.453251783645284,0.875223961605697,0.991043395092514,1.30022359983768
"tryptamine","C00398",NA,NA,NA,NA,NA,NA,NA
"tryptophan","C00806",1.2882280097576,1.11297350420093,0.947523209244344,0.907895089680193,1.05085689823957,0.933489996346373,1.26914881703104
"tyramine","C00483",1.03570021242455,1.07294086075096,1.13023189248637,0.511985634529107,0.494215151866785,0.775466756066846,0.710607344674882
"tyrosine","C01536",0.971210133680208,0.849730630550813,0.841393358790763,0.973359730431848,1.11251354243739,0.981121971884711,1.1324971744966
"UDP","C00015",0.341220644553925,0.563332555227831,1.2815326649124,1.21932269774845,0.738565653598143,1.36627829708953,0.363785000521072
"UDP-D-galactose / UDP-D-glucose","C00052 / C00029",0.360624513434127,0.946346617139289,1.47752514718826,2.42149568787453,0.922759894109768,2.03638626622197,0.497027619338831
"UDP-N-acetyl-galactosamine/UDP-N-acetyl-glucosamine","C00203 / C00043",0.577891476844193,0.798273827094419,0.879163527357276,1.52719000249069,1.10557312040827,1.17119109416243,0.769846939745997
"UMP","C00105",0.788066671434201,0.748826279977421,0.762669630744002,1.40077360053193,1.47417768088666,1.06162138675786,1.09697357657925
"uracil","C00106",1.11510945867745,1.26135387061008,1.0558039474759,0.848485621024534,0.750110150372501,0.832176648728539,0.878920802016488
"uracil 5-carboxylic acid","C03030",NA,NA,NA,0.886043679705674,NA,1.43114730439658,NA
"urea","C00086",2.76097173969869,1.50428239433842,1.46985280581181,0.502992576113637,0.923196530887251,0.741853564642074,1.39349785153503
"uric acid","C00366",0.193039003016621,0.18599495212744,0.226585501930692,1.0063361737172,1.04444840815263,1.36561259117004,1.16343054105484
"uridine","C00299",0.858036781617212,0.72302635898274,0.756547513039731,1.0793057335956,1.28084406125708,0.897177568689085,1.01753206548008
"UTP","C00075",0.0756012418083946,NA,NA,NA,0.0670209669531382,1.14697630088325,NA
"valine / norvaline","C16436 / C01799",1.1674968785191,1.21516140635961,1.09723456332566,1.18781752978747,1.14122556149281,0.97119957824793,1.03339113980043
"vitamin B2","C00255",0.567043778199267,0.424106686735308,0.495963830337443,1.15234438362238,1.5407201383829,1.32693992130749,1.51711270136312
"xanthine","C00385",0.16570857531405,0.0626845675545288,0.101167342882655,0.501144864459054,1.32479180690245,0.620040083034334,1.01560400688195
"xanthosine","C01762",0.83307954854542,1.08065227894549,0.756108930467636,1.43749482724316,1.10817102323115,1.44220752536773,1.58902182705218
"xanthurenic acid","C02470",1.10366625513354,0.487517504974089,0.446083365209717,0.438834244856005,0.993454681530513,0.820516034557312,2.03005969234283
"XMP","C00655",0.277331966898603,0.655010064930904,0.653970531440448,2.6596747662571,1.12610916034469,1.12021765273741,0.475055296916681
"xylitol / arabitol / ribito","C00379 / C01904 / C00532 / C00474",1.04433648292344,1.26572231405406,1.30810772141129,1.44367289134812,1.19116195796008,1.24848133702543,0.99673336313466
"y-glutamylcysteine","C00669",1.26034198183033,0.877488953650723,1.41194820326695,0.902457130171809,1.29620390459113,0.83866463834781,0.748614042597747
